"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.powerPercent","StudyAbroadGPT-7B-continued - system/gpu.0.powerPercent__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.powerPercent__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.powerPercent","StudyAbroadGPT-7B-continued - system/gpu.1.powerPercent__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.powerPercent__MAX"
"1255.275641964","97.51857142857143","97.51857142857143","97.51857142857143","37.93714285714286","37.93714285714286","37.93714285714286"
"1265.265354113","97.67714285714285","97.67714285714285","97.67714285714285","37.79571428571429","37.79571428571429","37.79571428571429"
"1275.270426836","72.48285714285714","72.48285714285714","72.48285714285714","37.79571428571429","37.79571428571429","37.79571428571429"
"1285.265503381","97.18","97.18","97.18","37.65571428571429","37.65571428571429","37.65571428571429"
"1295.268258961","95.64571428571428","95.64571428571428","95.64571428571428","37.79571428571429","37.79571428571429","37.79571428571429"
"1305.271934497","82.97","82.97","82.97","37.65571428571429","37.65571428571429","37.65571428571429"
"1315.265738672","95.50571428571428","95.50571428571428","95.50571428571428","37.65571428571429","37.65571428571429","37.65571428571429"
"1325.272673178","95.50571428571428","95.50571428571428","95.50571428571428","37.51428571428572","37.51428571428572","37.51428571428572"
"1335.275614913","97.73714285714286","97.73714285714286","97.73714285714286","37.51428571428572","37.51428571428572","37.51428571428572"
"1345.267954801","99.48857142857143","99.48857142857143","99.48857142857143","37.51428571428572","37.51428571428572","37.51428571428572"
"1355.265229372","94.11142857142856","94.11142857142856","94.11142857142856","37.65571428571429","37.65571428571429","37.65571428571429"
"1365.268519901","94.94857142857143","94.94857142857143","94.94857142857143","37.65571428571429","37.65571428571429","37.65571428571429"
"1375.267413549","95.22714285714287","95.22714285714287","95.22714285714287","37.65571428571429","37.65571428571429","37.65571428571429"
"1385.272998202","96.34285714285714","96.34285714285714","96.34285714285714","37.65571428571429","37.65571428571429","37.65571428571429"
"1395.268350244","96.62142857142858","96.62142857142858","96.62142857142858","37.65571428571429","37.65571428571429","37.65571428571429"
"1405.268613342","104.85714285714288","104.85714285714288","104.85714285714288","37.51428571428572","37.51428571428572","37.51428571428572"
"1415.267982808","106.03714285714285","106.03714285714285","106.03714285714285","37.51428571428572","37.51428571428572","37.51428571428572"
"1425.267386786","91.38000000000001","91.38000000000001","91.38000000000001","37.535714285714285","37.535714285714285","37.535714285714285"
"1435.26550606","101.57857142857142","101.57857142857142","101.57857142857142","37.675714285714285","37.675714285714285","37.675714285714285"
"1445.277250061","95.36714285714287","95.36714285714287","95.36714285714287","37.675714285714285","37.675714285714285","37.675714285714285"
"1455.266123245","89.62142857142858","89.62142857142858","89.62142857142858","37.535714285714285","37.535714285714285","37.535714285714285"
"1465.267954251","75.00285714285715","75.00285714285715","75.00285714285715","37.535714285714285","37.535714285714285","37.535714285714285"
"1475.271793395","103.04714285714284","103.04714285714284","103.04714285714284","37.535714285714285","37.535714285714285","37.535714285714285"
"1485.278676568","82.60142857142857","82.60142857142857","82.60142857142857","37.535714285714285","37.535714285714285","37.535714285714285"
"1495.266083721","100.18428571428572","100.18428571428572","100.18428571428572","37.535714285714285","37.535714285714285","37.535714285714285"
"1505.269389895","80.13285714285715","80.13285714285715","80.13285714285715","37.535714285714285","37.535714285714285","37.535714285714285"
"1515.26953179","97.45857142857145","97.45857142857145","97.45857142857145","37.535714285714285","37.535714285714285","37.535714285714285"
"1525.266012213","101.9957142857143","101.9957142857143","101.9957142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"1535.266745837","99.27142857142857","99.27142857142857","99.27142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"1545.275819445","101.22285714285712","101.22285714285712","101.22285714285712","37.535714285714285","37.535714285714285","37.535714285714285"
"1555.271631822","97.18","97.18","97.18","37.535714285714285","37.535714285714285","37.535714285714285"
"1565.266599464","96.62142857142858","96.62142857142858","96.62142857142858","37.535714285714285","37.535714285714285","37.535714285714285"
"1575.265281584","74.72285714285714","74.72285714285714","74.72285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1585.269237838","92.77428571428571","92.77428571428571","92.77428571428571","37.535714285714285","37.535714285714285","37.535714285714285"
"1595.26853866","95.78571428571429","95.78571428571429","95.78571428571429","37.394285714285715","37.394285714285715","37.394285714285715"
"1605.267992268","103.66857142857143","103.66857142857143","103.66857142857143","37.535714285714285","37.535714285714285","37.535714285714285"
"1615.267880841","75.98285714285714","75.98285714285714","75.98285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1625.271129483","97.59714285714284","97.59714285714284","97.59714285714284","37.535714285714285","37.535714285714285","37.535714285714285"
"1635.276349915","88.41857142857143","88.41857142857143","88.41857142857143","37.535714285714285","37.535714285714285","37.535714285714285"
"1645.270105984","90.03999999999999","90.03999999999999","90.03999999999999","37.535714285714285","37.535714285714285","37.535714285714285"
"1655.265537282","98.85285714285715","98.85285714285715","98.85285714285715","37.535714285714285","37.535714285714285","37.535714285714285"
"1665.27384965","80.97285714285714","80.97285714285714","80.97285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1675.26928571","88.27857142857142","88.27857142857142","88.27857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"1685.277326669","94.72857142857143","94.72857142857143","94.72857142857143","37.535714285714285","37.535714285714285","37.535714285714285"
"1695.268443525","94.92571428571428","94.92571428571428","94.92571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"1705.267053081","96.82142857142858","96.82142857142858","96.82142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"1715.269343698","99.90571428571428","99.90571428571428","99.90571428571428","37.535714285714285","37.535714285714285","37.535714285714285"
"1725.273265352","96.26285714285714","96.26285714285714","96.26285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1735.268585195","94.03","94.03","94.03","37.394285714285715","37.394285714285715","37.394285714285715"
"1745.267097476","76.12285714285714","76.12285714285714","76.12285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1755.265345918","93.61142857142858","93.61142857142858","93.61142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"1765.269911679","90.87714285714286","90.87714285714286","90.87714285714286","37.535714285714285","37.535714285714285","37.535714285714285"
"1775.266144078","95.8442857142857","95.8442857142857","95.8442857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"1785.266635934","94.58857142857143","94.58857142857143","94.58857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"1795.267275418","91.71428571428571","91.71428571428571","91.71428571428571","37.394285714285715","37.394285714285715","37.394285714285715"
"1805.267045778","95.7042857142857","95.7042857142857","95.7042857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"1815.26689334","97.87714285714286","97.87714285714286","97.87714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"1825.26683354","97.73714285714286","97.73714285714286","97.73714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"1835.271801952","97.87714285714286","97.87714285714286","97.87714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"1845.269770361","98.71285714285715","98.71285714285715","98.71285714285715","37.394285714285715","37.394285714285715","37.394285714285715"
"1855.27610869","102.55428571428571","102.55428571428571","102.55428571428571","37.535714285714285","37.535714285714285","37.535714285714285"
"1865.278790661","106.25","106.25","106.25","37.394285714285715","37.394285714285715","37.394285714285715"
"1875.266656143","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"1885.276794145","90.73714285714286","90.73714285714286","90.73714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"1895.271543898","100.94428571428571","100.94428571428571","100.94428571428571","37.394285714285715","37.394285714285715","37.394285714285715"
"1905.269028552","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"1915.270332614","106.66714285714285","106.66714285714285","106.66714285714285","37.535714285714285","37.535714285714285","37.535714285714285"
"1925.265761443","92.83142857142857","92.83142857142857","92.83142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"1935.272480052","98.99142857142856","98.99142857142856","98.99142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"1945.266799366","103.80714285714288","103.80714285714288","103.80714285714288","37.394285714285715","37.394285714285715","37.394285714285715"
"1955.271863979","115.15714285714284","115.15714285714284","115.15714285714284","37.394285714285715","37.394285714285715","37.394285714285715"
"1965.267282401","89.20142857142858","89.20142857142858","89.20142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"1975.267491962","103.03571428571428","103.03571428571428","103.03571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"1985.265093311","96.40285714285714","96.40285714285714","96.40285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"1995.268007845","96.12285714285714","96.12285714285714","96.12285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"2005.266706374","102.4142857142857","102.4142857142857","102.4142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2015.266817986","71.16857142857143","71.16857142857143","71.16857142857143","37.41428571428572","37.41428571428572","37.41428571428572"
"2025.266251374","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2035.265732348","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"2045.267223778","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"2055.274725907","87.99857142857142","87.99857142857142","87.99857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"2065.27115954","97.93714285714286","97.93714285714286","97.93714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"2075.26774375","98.0157142857143","98.0157142857143","98.0157142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2085.265976736","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2095.270005366","104.56857142857142","104.56857142857142","104.56857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"2105.276182641","105.13571428571429","105.13571428571429","105.13571428571429","37.394285714285715","37.394285714285715","37.394285714285715"
"2115.268211421","96.76142857142858","96.76142857142858","96.76142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2125.267017844","104.78285714285714","104.78285714285714","104.78285714285714","37.535714285714285","37.535714285714285","37.535714285714285"
"2135.266607762","93.25000000000001","93.25000000000001","93.25000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2145.267921145","96.62142857142858","96.62142857142858","96.62142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2155.269618332","94.58857142857143","94.58857142857143","94.58857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2165.267561466","94.86714285714285","94.86714285714285","94.86714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2175.266147109","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"2185.266571834","91.01714285714286","91.01714285714286","91.01714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"2195.269245093","99.27142857142857","99.27142857142857","99.27142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2205.27263517","88.83714285714287","88.83714285714287","88.83714285714287","37.394285714285715","37.394285714285715","37.394285714285715"
"2215.265277177","96.62142857142858","96.62142857142858","96.62142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2225.272642469","88.27857142857142","88.27857142857142","88.27857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"2235.267314278","94.08857142857143","94.08857142857143","94.08857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2245.267459558","97.45857142857145","97.45857142857145","97.45857142857145","37.394285714285715","37.394285714285715","37.394285714285715"
"2255.274675387","94.08857142857143","94.08857142857143","94.08857142857143","37.535714285714285","37.535714285714285","37.535714285714285"
"2265.270022487","95.28571428571428","95.28571428571428","95.28571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2275.281602606","97.24","97.24","97.24","37.394285714285715","37.394285714285715","37.394285714285715"
"2285.270281626","98.63428571428571","98.63428571428571","98.63428571428571","37.394285714285715","37.394285714285715","37.394285714285715"
"2295.27745621","95.7042857142857","95.7042857142857","95.7042857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2305.269133449","70.74857142857142","70.74857142857142","70.74857142857142","37.41428571428572","37.41428571428572","37.41428571428572"
"2315.268426861","67.9857142857143","67.9857142857143","67.9857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2325.269286617","98.99142857142856","98.99142857142856","98.99142857142856","37.535714285714285","37.535714285714285","37.535714285714285"
"2335.269805861","102.4142857142857","102.4142857142857","102.4142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2345.268670194","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2355.268776163","89.8157142857143","89.8157142857143","89.8157142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2365.269933866","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"2375.270735103","104.92285714285714","104.92285714285714","104.92285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"2385.278791673","101.50142857142856","101.50142857142856","101.50142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"2395.26693152","95.9842857142857","95.9842857142857","95.9842857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2405.268414341","98.99142857142856","98.99142857142856","98.99142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"2415.268109819","95.42571428571429","95.42571428571429","95.42571428571429","37.394285714285715","37.394285714285715","37.394285714285715"
"2425.267155547","103.25","103.25","103.25","37.394285714285715","37.394285714285715","37.394285714285715"
"2435.266346117","101.02142857142857","101.02142857142857","101.02142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2445.266166085","101.91999999999999","101.91999999999999","101.91999999999999","37.394285714285715","37.394285714285715","37.394285714285715"
"2455.273274064","101.36285714285714","101.36285714285714","101.36285714285714","37.535714285714285","37.535714285714285","37.535714285714285"
"2465.267590452","80.27285714285715","80.27285714285715","80.27285714285715","37.394285714285715","37.394285714285715","37.394285714285715"
"2475.266043811","98.35571428571428","98.35571428571428","98.35571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2485.265839923","99.27142857142857","99.27142857142857","99.27142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2495.266739408","86.60285714285715","86.60285714285715","86.60285714285715","37.394285714285715","37.394285714285715","37.394285714285715"
"2505.267934602","117.03000000000002","117.03000000000002","117.03000000000002","37.394285714285715","37.394285714285715","37.394285714285715"
"2515.271041929","101.57857142857142","101.57857142857142","101.57857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"2525.267353795","98.4342857142857","98.4342857142857","98.4342857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2535.26976709","96.82142857142858","96.82142857142858","96.82142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2545.27037988","100.52571428571429","100.52571428571429","100.52571428571429","37.394285714285715","37.394285714285715","37.394285714285715"
"2555.267816106","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2565.267601776","94.72857142857143","94.72857142857143","94.72857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2575.265118334","96.82142857142858","96.82142857142858","96.82142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2585.265934865","96.96000000000001","96.96000000000001","96.96000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2595.268348133","96.82142857142858","96.82142857142858","96.82142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"2605.265436982","76.12285714285714","76.12285714285714","76.12285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"2615.271201909","100.10714285714286","100.10714285714286","100.10714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"2625.269559732","97.59714285714284","97.59714285714284","97.59714285714284","37.394285714285715","37.394285714285715","37.394285714285715"
"2635.273707077","88.83714285714287","88.83714285714287","88.83714285714287","37.394285714285715","37.394285714285715","37.394285714285715"
"2645.268105033","98.07714285714285","98.07714285714285","98.07714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2655.267836099","71.02857142857142","71.02857142857142","71.02857142857142","37.394285714285715","37.394285714285715","37.394285714285715"
"2665.266293895","95.76428571428572","95.76428571428572","95.76428571428572","37.394285714285715","37.394285714285715","37.394285714285715"
"2675.278267345","102.06","102.06","102.06","37.394285714285715","37.394285714285715","37.394285714285715"
"2685.265511633","94.86714285714285","94.86714285714285","94.86714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2695.266600786","99.75142857142856","99.75142857142856","99.75142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"2705.272781807","98.4342857142857","98.4342857142857","98.4342857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2715.269744156","89.39571428571428","89.39571428571428","89.39571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2725.265505364","93.11142857142856","93.11142857142856","93.11142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"2735.270146616","106.66714285714285","106.66714285714285","106.66714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2745.280402169","56.30285714285714","56.30285714285714","56.30285714285714","37.41428571428572","37.41428571428572","37.41428571428572"
"2755.276097714","99.27142857142857","99.27142857142857","99.27142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2765.268603386","98.07714285714285","98.07714285714285","98.07714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2775.268015315","107.36428571428571","107.36428571428571","107.36428571428571","37.394285714285715","37.394285714285715","37.394285714285715"
"2785.267317265","97.37857142857143","97.37857142857143","97.37857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2795.267111057","98.35571428571428","98.35571428571428","98.35571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2805.266532622","96.54142857142857","96.54142857142857","96.54142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2815.270501722","94.86714285714285","94.86714285714285","94.86714285714285","37.394285714285715","37.394285714285715","37.394285714285715"
"2825.266518576","99.27142857142857","99.27142857142857","99.27142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2835.267824103","96.54142857142857","96.54142857142857","96.54142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"2845.265712586","95.28571428571428","95.28571428571428","95.28571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2855.265060446","98.7742857142857","98.7742857142857","98.7742857142857","37.535714285714285","37.535714285714285","37.535714285714285"
"2865.266951665","95.00714285714284","95.00714285714284","95.00714285714284","37.394285714285715","37.394285714285715","37.394285714285715"
"2875.267031396","93.80857142857141","93.80857142857141","93.80857142857141","37.394285714285715","37.394285714285715","37.394285714285715"
"2885.268632402","97.24","97.24","97.24","37.394285714285715","37.394285714285715","37.394285714285715"
"2895.265928464","103.66857142857143","103.66857142857143","103.66857142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2905.267130844","90.37428571428572","90.37428571428572","90.37428571428572","37.394285714285715","37.394285714285715","37.394285714285715"
"2915.269853103","103.52857142857144","103.52857142857144","103.52857142857144","37.394285714285715","37.394285714285715","37.394285714285715"
"2925.278221941","96.40285714285714","96.40285714285714","96.40285714285714","37.394285714285715","37.394285714285715","37.394285714285715"
"2935.276070701","93.25000000000001","93.25000000000001","93.25000000000001","37.394285714285715","37.394285714285715","37.394285714285715"
"2945.265646511","101.43857142857145","101.43857142857145","101.43857142857145","37.394285714285715","37.394285714285715","37.394285714285715"
"2955.272268848","98.35571428571428","98.35571428571428","98.35571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"2965.265286886","98.2157142857143","98.2157142857143","98.2157142857143","37.394285714285715","37.394285714285715","37.394285714285715"
"2975.26700083","72.94714285714286","72.94714285714286","72.94714285714286","37.535714285714285","37.535714285714285","37.535714285714285"
"2985.2660491","99.68857142857142","99.68857142857142","99.68857142857142","37.535714285714285","37.535714285714285","37.535714285714285"
"2995.268222264","93.94857142857143","93.94857142857143","93.94857142857143","37.535714285714285","37.535714285714285","37.535714285714285"
"3005.269070349","92.74857142857144","92.74857142857144","92.74857142857144","37.394285714285715","37.394285714285715","37.394285714285715"
"3015.265623971","91.29571428571428","91.29571428571428","91.29571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"3025.269203756","97.37857142857143","97.37857142857143","97.37857142857143","37.41428571428572","37.41428571428572","37.41428571428572"
"3035.269152952","91.15714285714286","91.15714285714286","91.15714285714286","37.394285714285715","37.394285714285715","37.394285714285715"
"3045.269588767","97.1","97.1","97.1","37.394285714285715","37.394285714285715","37.394285714285715"
"3055.269526513","93.89142857142858","93.89142857142858","93.89142857142858","37.394285714285715","37.394285714285715","37.394285714285715"
"3065.267139719","102.27428571428572","102.27428571428572","102.27428571428572","37.394285714285715","37.394285714285715","37.394285714285715"
"3075.279191049","93.11142857142856","93.11142857142856","93.11142857142856","37.394285714285715","37.394285714285715","37.394285714285715"
"3085.270902954","95.28571428571428","95.28571428571428","95.28571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"3095.270076773","82.79142857142857","82.79142857142857","82.79142857142857","37.394285714285715","37.394285714285715","37.394285714285715"
"3105.274963408","97.24","97.24","97.24","37.394285714285715","37.394285714285715","37.394285714285715"
"3115.270393832","94.78571428571428","94.78571428571428","94.78571428571428","37.394285714285715","37.394285714285715","37.394285714285715"
"3125.26795194","69.10857142857142","69.10857142857142","69.10857142857142","37.55571428571429","37.55571428571429","37.55571428571429"
"3135.268784579","71.16857142857143","71.16857142857143","71.16857142857143","37.41428571428572","37.41428571428572","37.41428571428572"
"3145.266816525","96.40285714285714","96.40285714285714","96.40285714285714","37.41428571428572","37.41428571428572","37.41428571428572"
"3155.27051942","98.35571428571428","98.35571428571428","98.35571428571428","37.41428571428572","37.41428571428572","37.41428571428572"
"3165.268498837","98.63428571428571","98.63428571428571","98.63428571428571","37.41428571428572","37.41428571428572","37.41428571428572"
"3175.267251274","105.61857142857143","105.61857142857143","105.61857142857143","37.41428571428572","37.41428571428572","37.41428571428572"
"3185.265566903","100.94428571428571","100.94428571428571","100.94428571428571","37.41428571428572","37.41428571428572","37.41428571428572"
"3195.275283592","93.94857142857143","93.94857142857143","93.94857142857143","37.41428571428572","37.41428571428572","37.41428571428572"
"3205.266435502","90.51428571428572","90.51428571428572","90.51428571428572","37.41428571428572","37.41428571428572","37.41428571428572"
