"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/disk./.usageGB","StudyAbroadGPT-7B-continued - system/disk./.usageGB__MIN","StudyAbroadGPT-7B-continued - system/disk./.usageGB__MAX"
"1215.256196975","6183.581680297852","6183.581680297852","6183.581680297852"
"1225.256600281","6183.581684112549","6183.581684112549","6183.581684112549"
"1235.256844207","6183.581684112549","6183.581684112549","6183.581684112549"
"1245.256621093","6183.581687927246","6183.581687927246","6183.581687927246"
"1255.257346003","6183.581687927246","6183.581687927246","6183.581687927246"
"1265.256281549","6183.581691741943","6183.581691741943","6183.581691741943"
"1275.256919439","6183.581691741943","6183.581691741943","6183.581691741943"
"1285.256765537","6183.581695556641","6183.581695556641","6183.581695556641"
"1295.256742878","6183.581695556641","6183.581695556641","6183.581695556641"
"1305.256702664","6183.581699371338","6183.581699371338","6183.581699371338"
"1315.257209458","6183.581699371338","6183.581699371338","6183.581699371338"
"1325.256638353","6183.581703186035","6183.581703186035","6183.581703186035"
"1335.256526266","6183.581707000732","6183.581707000732","6183.581707000732"
"1345.257199666","6183.581707000732","6183.581707000732","6183.581707000732"
"1355.256601207","6183.581707000732","6183.581707000732","6183.581707000732"
"1365.257010049","6183.58171081543","6183.58171081543","6183.58171081543"
"1375.256184659","6183.581714630127","6183.581714630127","6183.581714630127"
"1385.256681066","6183.581714630127","6183.581714630127","6183.581714630127"
"1395.257617358","6183.581718444824","6183.581718444824","6183.581718444824"
"1405.257049704","6183.581718444824","6183.581718444824","6183.581718444824"
"1415.256309252","6183.5817222595215","6183.5817222595215","6183.5817222595215"
"1425.256306659","6183.5817222595215","6183.5817222595215","6183.5817222595215"
"1435.256937102","6183.581726074219","6183.581726074219","6183.581726074219"
"1445.256659042","6183.581726074219","6183.581726074219","6183.581726074219"
"1455.257369367","6183.581844329834","6183.581844329834","6183.581844329834"
"1465.256595546","6183.581958770752","6183.581958770752","6183.581958770752"
"1475.256164502","6183.581962585449","6183.581962585449","6183.581962585449"
"1485.257313132","6183.581962585449","6183.581962585449","6183.581962585449"
"1495.256328146","6183.5819664001465","6183.5819664001465","6183.5819664001465"
"1505.257026264","6183.5819664001465","6183.5819664001465","6183.5819664001465"
"1515.256509179","6183.5819664001465","6183.5819664001465","6183.5819664001465"
"1525.256769179","6183.581970214844","6183.581970214844","6183.581970214844"
"1535.25659522","6183.581970214844","6183.581970214844","6183.581970214844"
"1545.256684374","6183.581974029541","6183.581974029541","6183.581974029541"
"1555.256808935","6183.581974029541","6183.581974029541","6183.581974029541"
"1565.257084932","6183.581977844238","6183.581977844238","6183.581977844238"
"1575.25627442","6183.581977844238","6183.581977844238","6183.581977844238"
"1585.25628353","6183.581981658936","6183.581981658936","6183.581981658936"
"1595.256888065","6183.581981658936","6183.581981658936","6183.581981658936"
"1605.257138459","6183.581985473633","6183.581985473633","6183.581985473633"
"1615.256291948","6183.581985473633","6183.581985473633","6183.581985473633"
"1625.256495347","6183.58198928833","6183.58198928833","6183.58198928833"
"1635.256314591","6183.58198928833","6183.58198928833","6183.58198928833"
"1645.257252999","6183.581993103027","6183.581993103027","6183.581993103027"
"1655.256813926","6183.581993103027","6183.581993103027","6183.581993103027"
"1665.256498126","6183.581996917725","6183.581996917725","6183.581996917725"
"1675.256581249","6183.581996917725","6183.581996917725","6183.581996917725"
"1685.256373649","6183.582000732422","6183.582000732422","6183.582000732422"
"1695.257191706","6183.582000732422","6183.582000732422","6183.582000732422"
"1705.256494593","6183.582004547119","6183.582004547119","6183.582004547119"
"1715.256293186","6183.582004547119","6183.582004547119","6183.582004547119"
"1725.25639375","6183.582004547119","6183.582004547119","6183.582004547119"
"1735.256571962","6183.582008361816","6183.582008361816","6183.582008361816"
"1745.256506327","6183.582012176514","6183.582012176514","6183.582012176514"
"1755.256056666","6183.582012176514","6183.582012176514","6183.582012176514"
"1765.256657373","6183.582012176514","6183.582012176514","6183.582012176514"
"1775.256236915","6183.582015991211","6183.582015991211","6183.582015991211"
"1785.257371249","6183.582015991211","6183.582015991211","6183.582015991211"
"1795.257030143","6183.582019805908","6183.582019805908","6183.582019805908"
"1805.257111592","6183.582019805908","6183.582019805908","6183.582019805908"
"1815.258021751","6183.5820236206055","6183.5820236206055","6183.5820236206055"
"1825.256113219","6183.5820236206055","6183.5820236206055","6183.5820236206055"
"1835.256573424","6183.582027435303","6183.582027435303","6183.582027435303"
"1845.257017091","6183.582027435303","6183.582027435303","6183.582027435303"
"1855.256555099","6183.58203125","6183.58203125","6183.58203125"
"1865.256817628","6183.58203125","6183.58203125","6183.58203125"
"1875.256672081","6183.582035064697","6183.582035064697","6183.582035064697"
"1885.256620725","6183.582035064697","6183.582035064697","6183.582035064697"
"1895.25665047","6183.5820388793945","6183.5820388793945","6183.5820388793945"
"1905.257606633","6183.5820388793945","6183.5820388793945","6183.5820388793945"
"1915.257386762","6183.582042694092","6183.582042694092","6183.582042694092"
"1925.257140232","6183.582042694092","6183.582042694092","6183.582042694092"
"1935.257166904","6183.582042694092","6183.582042694092","6183.582042694092"
"1945.256445355","6183.582046508789","6183.582046508789","6183.582046508789"
"1955.25692945","6183.588306427002","6183.588306427002","6183.588306427002"
"1965.256435056","6183.605121612549","6183.605121612549","6183.605121612549"
"1975.257169989","6183.605121612549","6183.605121612549","6183.605121612549"
"1985.256466586","6183.605125427246","6183.605125427246","6183.605125427246"
"1995.256997484","6183.605125427246","6183.605125427246","6183.605125427246"
"2005.25651435","6183.605129241943","6183.605129241943","6183.605129241943"
"2015.2567669","6183.605129241943","6183.605129241943","6183.605129241943"
"2025.257306965","6183.605133056641","6183.605133056641","6183.605133056641"
"2035.256804522","6183.605133056641","6183.605133056641","6183.605133056641"
"2045.256607794","6183.605136871338","6183.605136871338","6183.605136871338"
"2055.25759889","6183.605136871338","6183.605136871338","6183.605136871338"
"2065.257754205","6183.605140686035","6183.605140686035","6183.605140686035"
"2075.256249972","6183.605140686035","6183.605140686035","6183.605140686035"
"2085.25673672","6183.605144500732","6183.605144500732","6183.605144500732"
"2095.256609165","6183.605144500732","6183.605144500732","6183.605144500732"
"2105.257008899","6183.60514831543","6183.60514831543","6183.60514831543"
"2115.25736561","6183.60514831543","6183.60514831543","6183.60514831543"
"2125.256857933","6183.60514831543","6183.60514831543","6183.60514831543"
"2135.256983446","6183.605152130127","6183.605152130127","6183.605152130127"
"2145.257438296","6183.605152130127","6183.605152130127","6183.605152130127"
"2155.256547188","6183.605155944824","6183.605155944824","6183.605155944824"
"2165.256319716","6183.605155944824","6183.605155944824","6183.605155944824"
"2175.257554515","6183.6051597595215","6183.6051597595215","6183.6051597595215"
"2185.256108183","6183.6051597595215","6183.6051597595215","6183.6051597595215"
"2195.256699641","6183.605163574219","6183.605163574219","6183.605163574219"
"2205.256692698","6183.605163574219","6183.605163574219","6183.605163574219"
"2215.256955938","6183.605167388916","6183.605167388916","6183.605167388916"
"2225.256646455","6183.605167388916","6183.605167388916","6183.605167388916"
"2235.257045045","6183.605171203613","6183.605171203613","6183.605171203613"
"2245.25707223","6183.605171203613","6183.605171203613","6183.605171203613"
"2255.256704087","6183.605171203613","6183.605171203613","6183.605171203613"
"2265.256289999","6183.605175018311","6183.605175018311","6183.605175018311"
"2275.257027864","6183.605178833008","6183.605178833008","6183.605178833008"
"2285.256796188","6183.605178833008","6183.605178833008","6183.605178833008"
"2295.256790085","6183.605182647705","6183.605182647705","6183.605182647705"
"2305.256544113","6183.605182647705","6183.605182647705","6183.605182647705"
"2315.257161302","6183.605186462402","6183.605186462402","6183.605186462402"
"2325.25673348","6183.605186462402","6183.605186462402","6183.605186462402"
"2335.257113515","6183.6051902771","6183.6051902771","6183.6051902771"
"2345.257007295","6183.6051902771","6183.6051902771","6183.6051902771"
"2355.256134441","6183.605194091797","6183.605194091797","6183.605194091797"
"2365.256526787","6183.605194091797","6183.605194091797","6183.605194091797"
"2375.256645642","6183.605194091797","6183.605194091797","6183.605194091797"
"2385.256344606","6183.605197906494","6183.605197906494","6183.605197906494"
"2395.256731257","6183.605197906494","6183.605197906494","6183.605197906494"
"2405.256672126","6183.605201721191","6183.605201721191","6183.605201721191"
"2415.256257107","6183.605201721191","6183.605201721191","6183.605201721191"
"2425.256602876","6183.605205535889","6183.605205535889","6183.605205535889"
"2435.256738032","6183.605205535889","6183.605205535889","6183.605205535889"
"2445.256838726","6183.605209350586","6183.605209350586","6183.605209350586"
"2455.256652897","6183.605209350586","6183.605209350586","6183.605209350586"
"2465.256965879","6183.605213165283","6183.605213165283","6183.605213165283"
"2475.256762746","6183.605213165283","6183.605213165283","6183.605213165283"
"2485.256993125","6183.6052169799805","6183.6052169799805","6183.6052169799805"
"2495.25652204","6183.6052169799805","6183.6052169799805","6183.6052169799805"
"2505.257040027","6183.6052169799805","6183.6052169799805","6183.6052169799805"
"2515.256352186","6183.605220794678","6183.605220794678","6183.605220794678"
"2525.256674934","6183.605220794678","6183.605220794678","6183.605220794678"
"2535.256530188","6183.605224609375","6183.605224609375","6183.605224609375"
"2545.257129252","6183.605224609375","6183.605224609375","6183.605224609375"
"2555.256179718","6183.605228424072","6183.605228424072","6183.605228424072"
"2565.25658706","6183.605228424072","6183.605228424072","6183.605228424072"
"2575.25618176","6183.6052322387695","6183.6052322387695","6183.6052322387695"
"2585.257152767","6183.605236053467","6183.605236053467","6183.605236053467"
"2595.257265296","6183.605239868164","6183.605239868164","6183.605239868164"
"2605.256543352","6183.605239868164","6183.605239868164","6183.605239868164"
"2615.256845951","6183.605243682861","6183.605243682861","6183.605243682861"
"2625.256477303","6183.605243682861","6183.605243682861","6183.605243682861"
"2635.256971198","6183.605247497559","6183.605247497559","6183.605247497559"
"2645.256995649","6183.605247497559","6183.605247497559","6183.605247497559"
"2655.257365106","6183.605251312256","6183.605251312256","6183.605251312256"
"2665.256110604","6183.605251312256","6183.605251312256","6183.605251312256"
"2675.256684497","6183.605255126953","6183.605255126953","6183.605255126953"
"2685.256396816","6183.605255126953","6183.605255126953","6183.605255126953"
"2695.256716056","6183.60525894165","6183.60525894165","6183.60525894165"
"2705.256562486","6183.60525894165","6183.60525894165","6183.60525894165"
"2715.256941075","6183.605262756348","6183.605262756348","6183.605262756348"
"2725.256481358","6183.605262756348","6183.605262756348","6183.605262756348"
"2735.256512717","6183.605266571045","6183.605266571045","6183.605266571045"
"2745.256693422","6183.605266571045","6183.605266571045","6183.605266571045"
"2755.256343905","6183.605266571045","6183.605266571045","6183.605266571045"
"2765.256204808","6183.605270385742","6183.605270385742","6183.605270385742"
"2775.257118131","6183.605270385742","6183.605270385742","6183.605270385742"
"2785.256816479","6183.605274200439","6183.605274200439","6183.605274200439"
"2795.256713593","6183.605274200439","6183.605274200439","6183.605274200439"
"2805.256861855","6183.605274200439","6183.605274200439","6183.605274200439"
"2815.256419011","6183.605278015137","6183.605278015137","6183.605278015137"
"2825.256271301","6183.605285644531","6183.605285644531","6183.605285644531"
"2835.257246378","6183.6052894592285","6183.6052894592285","6183.6052894592285"
"2845.256447735","6183.6052894592285","6183.6052894592285","6183.6052894592285"
"2855.256459568","6183.605293273926","6183.605293273926","6183.605293273926"
"2865.256132469","6183.605312347412","6183.605312347412","6183.605312347412"
"2875.256847607","6183.605316162109","6183.605316162109","6183.605316162109"
"2885.2565893","6183.605316162109","6183.605316162109","6183.605316162109"
"2895.256549781","6183.605316162109","6183.605316162109","6183.605316162109"
"2905.25703526","6183.605319976807","6183.605319976807","6183.605319976807"
"2915.256314489","6183.605319976807","6183.605319976807","6183.605319976807"
"2925.256669417","6183.605319976807","6183.605319976807","6183.605319976807"
"2935.256748514","6183.605323791504","6183.605323791504","6183.605323791504"
"2945.256317951","6183.605323791504","6183.605323791504","6183.605323791504"
"2955.256795037","6183.605323791504","6183.605323791504","6183.605323791504"
"2965.256243149","6183.605327606201","6183.605327606201","6183.605327606201"
"2975.256761223","6183.605327606201","6183.605327606201","6183.605327606201"
"2985.256430522","6183.605327606201","6183.605327606201","6183.605327606201"
"2995.256990691","6183.605331420898","6183.605331420898","6183.605331420898"
"3005.256902329","6183.605331420898","6183.605331420898","6183.605331420898"
"3015.256059173","6183.605335235596","6183.605335235596","6183.605335235596"
"3025.256506535","6183.605339050293","6183.605339050293","6183.605339050293"
"3035.256445587","6183.607604980469","6183.607604980469","6183.607604980469"
"3045.256909723","6183.607608795166","6183.607608795166","6183.607608795166"
"3055.256700647","6183.607608795166","6183.607608795166","6183.607608795166"
"3065.256642154","6183.607608795166","6183.607608795166","6183.607608795166"
"3075.256982841","6183.607608795166","6183.607608795166","6183.607608795166"
"3085.256786246","6183.607612609863","6183.607612609863","6183.607612609863"
"3095.256765715","6183.607612609863","6183.607612609863","6183.607612609863"
"3105.257445741","6183.607616424561","6183.607616424561","6183.607616424561"
"3115.256801595","6183.607620239258","6183.607620239258","6183.607620239258"
"3125.25626859","6183.607624053955","6183.607624053955","6183.607624053955"
"3135.257019922","6183.607624053955","6183.607624053955","6183.607624053955"
"3145.256447194","6183.607627868652","6183.607627868652","6183.607627868652"
"3155.256844178","6183.607627868652","6183.607627868652","6183.607627868652"
"3165.256948776","6183.607627868652","6183.607627868652","6183.607627868652"
"3175.256905379","6183.60763168335","6183.60763168335","6183.60763168335"
"3185.256445137","6183.60763168335","6183.60763168335","6183.60763168335"
"3195.256736918","6183.60763168335","6183.60763168335","6183.60763168335"
"3205.256654688","6183.60763168335","6183.60763168335","6183.60763168335"
"3215.25601682","6183.60763168335","6183.60763168335","6183.60763168335"
"3225.259050145","6183.607635498047","6183.607635498047","6183.607635498047"
"3235.256340622","6183.607635498047","6183.607635498047","6183.607635498047"
"3245.256512421","6183.607635498047","6183.607635498047","6183.607635498047"
"3255.256279708","6183.607639312744","6183.607639312744","6183.607639312744"
"3265.256787046","6183.607639312744","6183.607639312744","6183.607639312744"
"3275.256518399","6183.607639312744","6183.607639312744","6183.607639312744"
"3285.256167562","6183.607643127441","6183.607643127441","6183.607643127441"
"3295.256702512","6183.607643127441","6183.607643127441","6183.607643127441"
"3305.256227165","6183.607643127441","6183.607643127441","6183.607643127441"
"3315.256299309","6183.607643127441","6183.607643127441","6183.607643127441"
"3325.256579439","6183.607646942139","6183.607646942139","6183.607646942139"
"3335.256310427","6183.607646942139","6183.607646942139","6183.607646942139"
"3345.256541486","6183.607646942139","6183.607646942139","6183.607646942139"
"3355.257104843","6183.607646942139","6183.607646942139","6183.607646942139"
"3365.256425497","6183.607650756836","6183.607650756836","6183.607650756836"
"3375.256742514","6183.607650756836","6183.607650756836","6183.607650756836"
"3385.256242987","6183.607650756836","6183.607650756836","6183.607650756836"
"3395.256410087","6183.607654571533","6183.607654571533","6183.607654571533"
"3405.256785397","6183.607654571533","6183.607654571533","6183.607654571533"
"3415.256806039","6183.607654571533","6183.607654571533","6183.607654571533"
"3425.256234924","6183.6076583862305","6183.6076583862305","6183.6076583862305"
"3435.256377684","6183.6076583862305","6183.6076583862305","6183.6076583862305"
"3445.256535252","6183.607982635498","6183.607982635498","6183.607982635498"
"3455.256557215","6183.607982635498","6183.607982635498","6183.607982635498"
"3465.257091614","6183.607986450195","6183.607986450195","6183.607986450195"
"3475.256470181","6183.607990264893","6183.607990264893","6183.607990264893"
"3485.256769733","6183.60799407959","6183.60799407959","6183.60799407959"
"3495.257061444","6183.60799407959","6183.60799407959","6183.60799407959"
"3505.256730594","6183.60799407959","6183.60799407959","6183.60799407959"
"3515.256748647","6183.607997894287","6183.607997894287","6183.607997894287"
"3525.256772789","6183.607997894287","6183.607997894287","6183.607997894287"
"3535.256195116","6183.607997894287","6183.607997894287","6183.607997894287"
"3545.256628295","6183.608001708984","6183.608001708984","6183.608001708984"
"3555.256274696","6183.608005523682","6183.608005523682","6183.608005523682"
"3565.256796922","6183.608005523682","6183.608005523682","6183.608005523682"
"3575.25671648","6183.608009338379","6183.608009338379","6183.608009338379"
"3585.256201725","6183.608009338379","6183.608009338379","6183.608009338379"
"3595.257422758","6183.608013153076","6183.608013153076","6183.608013153076"
"3605.25699342","6183.608016967773","6183.608016967773","6183.608016967773"
"3615.2570698","6183.608016967773","6183.608016967773","6183.608016967773"
"3625.257255936","6183.608020782471","6183.608020782471","6183.608020782471"
"3635.256607786","6183.608020782471","6183.608020782471","6183.608020782471"
"3645.257027398","6183.608024597168","6183.608024597168","6183.608024597168"
"3655.256621089","6183.608024597168","6183.608024597168","6183.608024597168"
"3665.256437136","6183.608028411865","6183.608028411865","6183.608028411865"
"3675.257040068","6183.608028411865","6183.608028411865","6183.608028411865"
"3685.25672297","6183.6080322265625","6183.6080322265625","6183.6080322265625"
"3695.256808106","6183.6080322265625","6183.6080322265625","6183.6080322265625"
"3705.257135958","6183.60803604126","6183.60803604126","6183.60803604126"
"3715.256761395","6183.60803604126","6183.60803604126","6183.60803604126"
"3725.257120855","6183.608039855957","6183.608039855957","6183.608039855957"
"3735.256769544","6183.608039855957","6183.608039855957","6183.608039855957"
"3745.257095858","6183.608043670654","6183.608043670654","6183.608043670654"
"3755.256258186","6183.608043670654","6183.608043670654","6183.608043670654"
"3765.256867289","6183.608043670654","6183.608043670654","6183.608043670654"
"3775.25669005","6183.608043670654","6183.608043670654","6183.608043670654"
"3785.256675026","6183.608047485352","6183.608047485352","6183.608047485352"
"3795.256692027","6183.608047485352","6183.608047485352","6183.608047485352"
"3805.256972402","6183.608047485352","6183.608047485352","6183.608047485352"
"3815.256314618","6183.608047485352","6183.608047485352","6183.608047485352"
"3825.256828666","6183.608051300049","6183.608051300049","6183.608051300049"
"3835.256593892","6183.608051300049","6183.608051300049","6183.608051300049"
"3845.256209614","6183.608055114746","6183.608055114746","6183.608055114746"
"3855.256549549","6183.608303070068","6183.608303070068","6183.608303070068"
"3865.256713389","6183.608303070068","6183.608303070068","6183.608303070068"
"3875.256495863","6183.608306884766","6183.608306884766","6183.608306884766"
"3885.25676961","6183.608306884766","6183.608306884766","6183.608306884766"
"3895.257031269","6183.608306884766","6183.608306884766","6183.608306884766"
"3905.257150569","6183.608310699463","6183.608310699463","6183.608310699463"
"3915.257863127","6183.608310699463","6183.608310699463","6183.608310699463"
"3925.257082929","6183.608310699463","6183.608310699463","6183.608310699463"
"3935.256486796","6183.608310699463","6183.608310699463","6183.608310699463"
"3945.256554565","6183.608310699463","6183.608310699463","6183.608310699463"
"3955.256860469","6183.60831451416","6183.60831451416","6183.60831451416"
"3965.256327275","6183.60831451416","6183.60831451416","6183.60831451416"
"3975.257017818","6183.608318328857","6183.608318328857","6183.608318328857"
"3985.256167824","6183.608318328857","6183.608318328857","6183.608318328857"
"3995.256108241","6183.608318328857","6183.608318328857","6183.608318328857"
"4005.256739077","6183.608322143555","6183.608322143555","6183.608322143555"
"4015.256384334","6183.608325958252","6183.608325958252","6183.608325958252"
"4025.256463947","6183.608325958252","6183.608325958252","6183.608325958252"
"4035.25720183","6183.608329772949","6183.608329772949","6183.608329772949"
"4045.256927651","6183.608329772949","6183.608329772949","6183.608329772949"
"4055.256275728","6183.6083335876465","6183.6083335876465","6183.6083335876465"
"4065.256784936","6183.6083335876465","6183.6083335876465","6183.6083335876465"
"4075.256988868","6183.608337402344","6183.608337402344","6183.608337402344"
"4085.25619198","6183.608337402344","6183.608337402344","6183.608337402344"
"4095.256813773","6183.608337402344","6183.608337402344","6183.608337402344"
"4105.256898506","6183.608341217041","6183.608341217041","6183.608341217041"
"4115.256345869","6183.608341217041","6183.608341217041","6183.608341217041"
"4125.256384154","6183.608345031738","6183.608345031738","6183.608345031738"
"4135.256485559","6183.608348846436","6183.608348846436","6183.608348846436"
"4145.256205545","6183.608348846436","6183.608348846436","6183.608348846436"
"4155.256294582","6183.608352661133","6183.608352661133","6183.608352661133"
"4165.256835631","6183.608352661133","6183.608352661133","6183.608352661133"
"4175.257198685","6183.608352661133","6183.608352661133","6183.608352661133"
"4185.257374569","6183.60835647583","6183.60835647583","6183.60835647583"
"4195.256798174","6183.60835647583","6183.60835647583","6183.60835647583"
"4205.256828179","6183.608360290527","6183.608360290527","6183.608360290527"
"4215.25654954","6183.608364105225","6183.608364105225","6183.608364105225"
"4225.256851642","6183.608364105225","6183.608364105225","6183.608364105225"
"4235.256330191","6183.608364105225","6183.608364105225","6183.608364105225"
"4245.257324179","6183.608367919922","6183.608367919922","6183.608367919922"
"4255.256898333","6183.608367919922","6183.608367919922","6183.608367919922"
"4265.256804405","6183.608371734619","6183.608371734619","6183.608371734619"
"4275.257058728","6183.608371734619","6183.608371734619","6183.608371734619"
"4285.256239629","6183.608375549316","6183.608375549316","6183.608375549316"
"4295.256318707","6183.608375549316","6183.608375549316","6183.608375549316"
"4305.256641244","6183.608375549316","6183.608375549316","6183.608375549316"
"4315.256659407","6183.608379364014","6183.608379364014","6183.608379364014"
"4325.25660272","6183.608379364014","6183.608379364014","6183.608379364014"
"4335.256728746","6183.608379364014","6183.608379364014","6183.608379364014"
"4345.256806531","6183.608383178711","6183.608383178711","6183.608383178711"
"4355.25611494","6183.608383178711","6183.608383178711","6183.608383178711"
"4365.25679195","6183.608383178711","6183.608383178711","6183.608383178711"
"4375.256338558","6183.608383178711","6183.608383178711","6183.608383178711"
"4385.257004735","6183.608386993408","6183.608386993408","6183.608386993408"
"4395.257252903","6183.608386993408","6183.608386993408","6183.608386993408"
"4405.256537335","6183.6083908081055","6183.6083908081055","6183.6083908081055"
"4415.256832685","6183.6083908081055","6183.6083908081055","6183.6083908081055"
"4425.25650118","6183.6083908081055","6183.6083908081055","6183.6083908081055"
"4435.256767726","6183.6083908081055","6183.6083908081055","6183.6083908081055"
"4445.256535485","6183.6083908081055","6183.6083908081055","6183.6083908081055"
"4455.257028468","6183.608394622803","6183.608394622803","6183.608394622803"
"4465.256930258","6183.608394622803","6183.608394622803","6183.608394622803"
"4475.256660104","6183.608394622803","6183.608394622803","6183.608394622803"
"4485.25665614","6183.6083984375","6183.6083984375","6183.6083984375"
"4495.256480793","6183.6083984375","6183.6083984375","6183.6083984375"
"4505.25618124","6183.6083984375","6183.6083984375","6183.6083984375"
"4515.256474857","6183.608402252197","6183.608402252197","6183.608402252197"
"4525.256600526","6183.608402252197","6183.608402252197","6183.608402252197"
"4535.256803848","6183.608402252197","6183.608402252197","6183.608402252197"
"4545.257663697","6183.608402252197","6183.608402252197","6183.608402252197"
"4555.256343288","6183.6084060668945","6183.6084060668945","6183.6084060668945"
"4565.256505079","6183.6084060668945","6183.6084060668945","6183.6084060668945"
"4575.257210351","6183.6084060668945","6183.6084060668945","6183.6084060668945"
"4585.256074459","6183.6084060668945","6183.6084060668945","6183.6084060668945"
"4595.256355246","6183.608409881592","6183.608409881592","6183.608409881592"
"4605.25879967","6183.608409881592","6183.608409881592","6183.608409881592"
"4615.25623841","6183.608409881592","6183.608409881592","6183.608409881592"
"4625.256853964","6183.608413696289","6183.608413696289","6183.608413696289"
"4635.256773785","6183.608413696289","6183.608413696289","6183.608413696289"
"4645.256631606","6183.608413696289","6183.608413696289","6183.608413696289"
"4655.256827396","6183.608417510986","6183.608417510986","6183.608417510986"
"4665.256899243","6183.608417510986","6183.608417510986","6183.608417510986"
"4675.256815205","6183.608417510986","6183.608417510986","6183.608417510986"
"4685.256923168","6183.608417510986","6183.608417510986","6183.608417510986"
"4695.256785196","6183.608421325684","6183.608421325684","6183.608421325684"
"4705.256708511","6183.608421325684","6183.608421325684","6183.608421325684"
"4715.257004913","6183.611293792725","6183.611293792725","6183.611293792725"
"4725.256944632","6183.611297607422","6183.611297607422","6183.611297607422"
"4735.256398491","6183.611301422119","6183.611301422119","6183.611301422119"
"4745.256817223","6183.611301422119","6183.611301422119","6183.611301422119"
"4755.256295881","6183.611305236816","6183.611305236816","6183.611305236816"
"4765.257125274","6183.611305236816","6183.611305236816","6183.611305236816"
"4775.256241433","6183.611309051514","6183.611309051514","6183.611309051514"
"4785.257143268","6183.611309051514","6183.611309051514","6183.611309051514"
"4795.256721568","6183.611309051514","6183.611309051514","6183.611309051514"
"4805.256064709","6183.611309051514","6183.611309051514","6183.611309051514"
"4815.256604977","6183.611312866211","6183.611312866211","6183.611312866211"
"4825.25669104","6183.611316680908","6183.611316680908","6183.611316680908"
"4835.256112305","6183.611316680908","6183.611316680908","6183.611316680908"
"4845.256827787","6183.6113204956055","6183.6113204956055","6183.6113204956055"
"4855.256603614","6183.6113204956055","6183.6113204956055","6183.6113204956055"
"4865.256391706","6183.611324310303","6183.611324310303","6183.611324310303"
"4875.256139617","6183.611324310303","6183.611324310303","6183.611324310303"
"4885.25682894","6183.611328125","6183.611328125","6183.611328125"
"4895.257118569","6183.611328125","6183.611328125","6183.611328125"
"4905.256057679","6183.611331939697","6183.611331939697","6183.611331939697"
"4915.256361091","6183.611331939697","6183.611331939697","6183.611331939697"
"4925.257061137","6183.611331939697","6183.611331939697","6183.611331939697"
