"Relative Time (Process)","StudyAbroadGPT-7B - system/cpu","StudyAbroadGPT-7B - system/cpu__MIN","StudyAbroadGPT-7B - system/cpu__MAX"
"665.407258661","12.146053525390435","12.146053525390435","12.146053525390435"
"675.406883262","12.236118951176339","12.236118951176339","12.236118951176339"
"685.407735164","12.325094499146699","12.325094499146699","12.325094499146699"
"695.407024694","12.412853695524033","12.412853695524033","12.412853695524033"
"705.407468605","12.499402568273009","12.499402568273009","12.499402568273009"
"715.407174983","12.584770529529846","12.584770529529846","12.584770529529846"
"725.40689199","12.668985974679273","12.668985974679273","12.668985974679273"
"735.407759583","12.752059186346244","12.752059186346244","12.752059186346244"
"745.407005501","12.83403726944834","12.83403726944834","12.83403726944834"
"755.407154412","12.914919343717544","12.914919343717544","12.914919343717544"
"765.407256134","12.994734781510685","12.994734781510685","12.994734781510685"
"775.407330584","13.073342269699836","13.073342269699836","13.073342269699836"
"785.406640528","13.151096296042583","13.151096296042583","13.151096296042583"
"795.407648889","13.227669159010539","13.227669159010539","13.227669159010539"
"805.407042445","13.303593333444107","13.303593333444107","13.303593333444107"
"815.406908113","13.378225468081585","13.378225468081585","13.378225468081585"
"825.407163018","13.451908135432058","13.451908135432058","13.451908135432058"
"835.407661746","13.524975330261485","13.524975330261485","13.524975330261485"
"845.407272162","13.596821692619436","13.596821692619436","13.596821692619436"
"855.407263463","13.667926867375465","13.667926867375465","13.667926867375465"
"865.407378752","13.737996727735743","13.737996727735743","13.737996727735743"
"875.407530549","13.80735853034696","13.80735853034696","13.80735853034696"
"885.406557235","13.87588256979609","13.87588256979609","13.87588256979609"
"895.407416082","13.943711791698579","13.943711791698579","13.943711791698579"
"905.407359831","14.010427333123431","14.010427333123431","14.010427333123431"
"915.40757305","14.07649091388266","14.07649091388266","14.07649091388266"
"925.407246895","14.141771298173312","14.141771298173312","14.141771298173312"
"935.406781487","14.206130056770588","14.206130056770588","14.206130056770588"
"945.407328145","14.270017447279002","14.270017447279002","14.270017447279002"
"955.407170123","14.33286849221404","14.33286849221404","14.33286849221404"
"965.406726156","14.395136172789634","14.395136172789634","14.395136172789634"
"975.407338703","14.456673670819493","14.456673670819493","14.456673670819493"
"985.407317299","14.51750862249713","14.51750862249713","14.51750862249713"
"995.407028255","14.577505961736952","14.577505961736952","14.577505961736952"
"1005.406974091","14.636960273908716","14.636960273908716","14.636960273908716"
"1015.407547787","14.69559746552729","14.69559746552729","14.69559746552729"
"1025.407144881","14.75372026199676","14.75372026199676","14.75372026199676"
"1035.40783205","14.811184638460238","14.811184638460238","14.811184638460238"
"1045.407436372","14.867879466970358","14.867879466970358","14.867879466970358"
"1055.406921782","14.924224923975506","14.924224923975506","14.924224923975506"
"1065.407642133","14.979664702715692","14.979664702715692","14.979664702715692"
"1075.407473264","15.034642176336128","15.034642176336128","15.034642176336128"
"1085.407335801","15.089020778418293","15.089020778418293","15.089020778418293"
"1095.407147751","15.142675271567715","15.142675271567715","15.142675271567715"
"1105.407274325","15.196018905285548","15.196018905285548","15.196018905285548"
"1165.407443364","14.760747708240565","14.760747708240565","14.760747708240565"
"1175.406965273","14.819848124247178","14.819848124247178","14.819848124247178"
"1185.407283812","14.853038434059295","14.853038434059295","14.853038434059295"
"1195.406655547","14.90515309515778","14.90515309515778","14.90515309515778"
"1205.406601237","14.956858319960538","14.956858319960538","14.956858319960538"
"1215.407092711","15.007906938136836","15.007906938136836","15.007906938136836"
"1225.40755636","15.058692206560211","15.058692206560211","15.058692206560211"
"1235.407904764","15.108716305625952","15.108716305625952","15.108716305625952"
"1245.406750119","15.158374013498525","15.158374013498525","15.158374013498525"
"1255.407682162","15.207397855428468","15.207397855428468","15.207397855428468"
"1265.407727124","15.256066342341787","15.256066342341787","15.256066342341787"
"1275.407582108","15.304132729282731","15.304132729282731","15.304132729282731"
"1285.407374816","15.351850802223627","15.351850802223627","15.351850802223627"
"1295.407026239","15.399102735376703","15.399102735376703","15.399102735376703"
"1305.40689143","15.445894451029849","15.445894451029849","15.445894451029849"
"1315.407674752","15.492227065278358","15.492227065278358","15.492227065278358"
"1325.407090782","15.538002254991207","15.538002254991207","15.538002254991207"
"1335.40721436","15.583454054649739","15.583454054649739","15.583454054649739"
"1345.40678851","15.62835699602637","15.62835699602637","15.62835699602637"
"1355.407461611","15.67306323132295","15.67306323132295","15.67306323132295"
"1365.407142289","15.717118704351206","15.717118704351206","15.717118704351206"
"1375.407434475","15.760871841172673","15.760871841172673","15.760871841172673"
"1385.407200579","15.8042199862913","15.8042199862913","15.8042199862913"
"1395.406528546","15.847167418854843","15.847167418854843","15.847167418854843"
"1405.407251113","15.889706667454544","15.889706667454544","15.889706667454544"
"1415.407019278","15.931860487108212","15.931860487108212","15.931860487108212"
"1425.406812084","15.973627271240112","15.973627271240112","15.973627271240112"
"1435.407464305","16.014891163000918","16.014891163000918","16.014891163000918"
"1445.407271576","16.055898829690868","16.055898829690868","16.055898829690868"
"1455.407588278","16.096531612988358","16.096531612988358","16.096531612988358"
"1465.407216689","16.13680324505572","16.13680324505572","16.13680324505572"
"1475.407568102","16.17659444033253","16.17659444033253","16.17659444033253"
"1485.407851261","16.216143746847568","16.216143746847568","16.216143746847568"
"1495.407236759","16.255347087297782","16.255347087297782","16.255347087297782"
"1505.407423235","16.294196417299943","16.294196417299943","16.294196417299943"
"1515.406538986","16.33271151896335","16.33271151896335","16.33271151896335"
"1525.407457162","16.370655607563634","16.370655607563634","16.370655607563634"
"1535.406791811","16.408498406032656","16.408498406032656","16.408498406032656"
"1545.406827291","16.445788809354028","16.445788809354028","16.445788809354028"
"1555.407619018","16.48307555938329","16.48307555938329","16.48307555938329"
"1565.407481756","16.519938899784783","16.519938899784783","16.519938899784783"
"1575.407009172","16.556380624266932","16.556380624266932","16.556380624266932"
"1585.407181842","16.592613222993954","16.592613222993954","16.592613222993954"
"1595.406798895","16.62854073035236","16.62854073035236","16.62854073035236"
"1605.406799216","16.66405465858984","16.66405465858984","16.66405465858984"
"1615.406849491","16.699373707410757","16.699373707410757","16.699373707410757"
"1625.406771271","16.734291574365944","16.734291574365944","16.734291574365944"
"1635.407251923","16.769017690239988","16.769017690239988","16.769017690239988"
"1645.406911912","16.803355357114906","16.803355357114906","16.803355357114906"
"1655.407441184","16.837401798408926","16.837401798408926","16.837401798408926"
"1665.406901195","16.871277431124213","16.871277431124213","16.871277431124213"
"1675.407324952","16.904661528888802","16.904661528888802","16.904661528888802"
"1685.406832206","16.93808532299749","16.93808532299749","16.93808532299749"
"1695.407017059","16.970924715512524","16.970924715512524","16.970924715512524"
"1705.40726496","17.003802046970723","17.003802046970723","17.003802046970723"
"1715.407410851","17.036210241283914","17.036210241283914","17.036210241283914"
"1725.407123697","17.068461330545194","17.068461330545194","17.068461330545194"
"1735.407406999","17.100348296037517","17.100348296037517","17.100348296037517"
"1745.406988437","17.132084921365266","17.132084921365266","17.132084921365266"
"1755.407159628","17.163564558747325","17.163564558747325","17.163564558747325"
"1765.407579525","17.19479222215574","17.19479222215574","17.19479222215574"
"1775.407211818","17.225778561510037","17.225778561510037","17.225778561510037"
"1785.40694868","17.256519698737243","17.256519698737243","17.256519698737243"
"1795.407009513","17.286918284401278","17.286918284401278","17.286918284401278"
"1805.407651764","17.317271406045325","17.317271406045325","17.317271406045325"
"1815.407615506","17.347294812945677","17.347294812945677","17.347294812945677"
"1825.406900865","17.376993043933407","17.376993043933407","17.376993043933407"
"1835.406725007","17.40655563378284","17.40655563378284","17.40655563378284"
"1845.40755822","17.43588236077144","17.43588236077144","17.43588236077144"
"1855.4070174","17.46499411448303","17.46499411448303","17.46499411448303"
"1865.407333135","17.49378240671571","17.49378240671571","17.49378240671571"
"1875.407169593","17.52244893624486","17.52244893624486","17.52244893624486"
"1885.407488849","17.550895305020248","17.550895305020248","17.550895305020248"
"1895.40654132","17.5791352804419","17.5791352804419","17.5791352804419"
"1905.407816051","17.60705423070034","17.60705423070034","17.60705423070034"
"1915.407238066","17.634963429098594","17.634963429098594","17.634963429098594"
"1925.407238184","17.66247336888314","17.66247336888314","17.66247336888314"
"1935.407519925","17.689776274958056","17.689776274958056","17.689776274958056"
"1945.406734905","17.716977196320126","17.716977196320126","17.716977196320126"
"1955.40744448","17.743966515199705","17.743966515199705","17.743966515199705"
"1965.407429548","17.770762370504205","17.770762370504205","17.770762370504205"
"1975.407027345","17.79736430010285","17.79736430010285","17.79736430010285"
"1985.40731373","17.823676524943505","17.823676524943505","17.823676524943505"
"1995.40735582","17.849889534828066","17.849889534828066","17.849889534828066"
"2005.407285555","17.875912332391962","17.875912332391962","17.875912332391962"
"2015.407245198","17.901657467132527","17.901657467132527","17.901657467132527"
"2025.407579567","17.927303855010393","17.927303855010393","17.927303855010393"
"2035.408480885","17.952680792248493","17.952680792248493","17.952680792248493"
"2045.406681118","17.978057726500257","17.978057726500257","17.978057726500257"
"2055.406545536","18.00316135321643","18.00316135321643","18.00316135321643"
"2065.407188843","18.028082695258","18.028082695258","18.028082695258"
"2075.406774868","18.052656210046262","18.052656210046262","18.052656210046262"
"2085.407565037","18.07731416807873","18.07731416807873","18.07731416807873"
"2095.40758501","18.10171523590675","18.10171523590675","18.10171523590675"
"2105.406834256","18.125863124170706","18.125863124170706","18.125863124170706"
"2115.407795037","18.150006033903654","18.150006033903654","18.150006033903654"
"2125.407238551","18.173904668061212","18.173904668061212","18.173904668061212"
"2135.406793941","18.19754951756496","18.19754951756496","18.19754951756496"
"2145.407632152","18.22102325034585","18.22102325034585","18.22102325034585"
"2155.407501983","18.244427793651166","18.244427793651166","18.244427793651166"
"2165.406687888","18.267590332365266","18.267590332365266","18.267590332365266"
"2175.407049128","18.29067269980579","18.29067269980579","18.29067269980579"
"2185.407575224","18.313597124875827","18.313597124875827","18.313597124875827"
"2195.40665812","18.33637443413198","18.33637443413198","18.33637443413198"
"2205.406910286","18.35899085869522","18.35899085869522","18.35899085869522"
"2215.407184226","18.381370832210003","18.381370832210003","18.381370832210003"
"2225.407187857","18.403685180562768","18.403685180562768","18.403685180562768"
"2235.40668544","18.425769741285077","18.425769741285077","18.425769741285077"
"2245.4065579","18.447871662290382","18.447871662290382","18.447871662290382"
"2255.407400866","18.469655040998482","18.469655040998482","18.469655040998482"
"2265.40715787","18.491382707739483","18.491382707739483","18.491382707739483"
"2275.406764789","18.512967989837524","18.512967989837524","18.512967989837524"
"2285.406553","18.534409512493934","18.534409512493934","18.534409512493934"
"2295.407691609","18.55553877304804","18.55553877304804","18.55553877304804"
"2305.407504705","18.576700995050057","18.576700995050057","18.576700995050057"
"2315.406663611","18.59764771106234","18.59764771106234","18.59764771106234"
"2325.407835608","18.61853110729437","18.61853110729437","18.61853110729437"
"2335.407516424","18.63928096321868","18.63928096321868","18.63928096321868"
"2345.407651607","18.659898028992245","18.659898028992245","18.659898028992245"
"2355.407351593","18.680303866548382","18.680303866548382","18.680303866548382"
"2365.407000212","18.70065989089362","18.70065989089362","18.70065989089362"
"2375.406565745","18.720805810772795","18.720805810772795","18.720805810772795"
"2385.406804172","18.74089913783248","18.74089913783248","18.74089913783248"
"2395.406852298","18.76086614770309","18.76086614770309","18.76086614770309"
"2405.407121957","18.78062574299577","18.78062574299577","18.78062574299577"
"2415.407252838","18.80041953895699","18.80041953895699","18.80041953895699"
"2425.407170754","18.81993244308344","18.81993244308344","18.81993244308344"
"2435.407092067","18.839323154595927","18.839323154595927","18.839323154595927"
"2445.406799988","18.858672446797794","18.858672446797794","18.858672446797794"
"2455.407477611","18.877816960198814","18.877816960198814","18.877816960198814"
"2465.407453355","18.89692373635213","18.89692373635213","18.89692373635213"
"2475.407383006","18.91591231515722","18.91591231515722","18.91591231515722"
"2485.407705598","18.934782183046963","18.934782183046963","18.934782183046963"
"2495.407207073","18.953539919491497","18.953539919491497","18.953539919491497"
"2505.407183775","18.97210332806805","18.97210332806805","18.97210332806805"
"2515.406985853","18.990630618002562","18.990630618002562","18.990630618002562"
"2525.407169669","19.009043039894728","19.009043039894728","19.009043039894728"
"2535.407813697","19.027339888885983","19.027339888885983","19.027339888885983"
"2545.406723871","19.045460470908452","19.045460470908452","19.045460470908452"
"2555.40770937","19.06353491508178","19.06353491508178","19.06353491508178"
"2565.407523547","19.081431480293865","19.081431480293865","19.081431480293865"
"2575.40695978","19.099223079175722","19.099223079175722","19.099223079175722"
"2585.407483775","19.116976477375648","19.116976477375648","19.116976477375648"
"2595.40733179","19.134628546303194","19.134628546303194","19.134628546303194"
"2605.407649082","19.152171512673444","19.152171512673444","19.152171512673444"
"2615.407086864","19.169615967677707","19.169615967677707","19.169615967677707"
"2625.407891031","19.186952296292972","19.186952296292972","19.186952296292972"
"2635.406597562","19.204192112648567","19.204192112648567","19.204192112648567"
"2645.407541131","19.221246775457402","19.221246775457402","19.221246775457402"
"2655.40737824","19.238281498575585","19.238281498575585","19.238281498575585"
"2665.407275203","19.25521607650634","19.25521607650634","19.25521607650634"
"2675.40745673","19.27205011002656","19.27205011002656","19.27205011002656"
"2685.407370538","19.28878801253709","19.28878801253709","19.28878801253709"
"2695.407458188","19.30542735971315","19.30542735971315","19.30542735971315"
"2705.407522238","19.32182649683367","19.32182649683367","19.32182649683367"
"2715.40800736","19.338344837936493","19.338344837936493","19.338344837936493"
"2725.407261677","19.35463077005476","19.35463077005476","19.35463077005476"
"2735.407213073","19.37082007023454","19.37082007023454","19.37082007023454"
"2745.407340202","19.386986602791254","19.386986602791254","19.386986602791254"
"2755.407511233","19.403061115877367","19.403061115877367","19.403061115877367"
"2765.407191178","19.419046773845473","19.419046773845473","19.419046773845473"
"2775.406603835","19.43487229259763","19.43487229259763","19.43487229259763"
"2785.406939334","19.450674265830045","19.450674265830045","19.450674265830045"
"2795.407273988","19.46631659764635","19.46631659764635","19.46631659764635"
"2805.406772221","19.48194600105641","19.48194600105641","19.48194600105641"
"2815.406781226","19.49748449939475","19.49748449939475","19.49748449939475"
"2825.407402644","19.512863305605816","19.512863305605816","19.512863305605816"
"2835.407407641","19.528299252736762","19.528299252736762","19.528299252736762"
"2845.406609115","19.543444583001175","19.543444583001175","19.543444583001175"
"2855.40683755","19.55870866645582","19.55870866645582","19.55870866645582"
"2865.407203155","19.5737494252277","19.5737494252277","19.5737494252277"
"2875.406724244","19.58878075732819","19.58878075732819","19.58878075732819"
"2885.406650046","19.603658313160448","19.603658313160448","19.603658313160448"
"2895.406650156","19.61852252216791","19.61852252216791","19.61852252216791"
"2905.406971828","19.633303907497023","19.633303907497023","19.633303907497023"
"2915.407786255","19.647937384997995","19.647937384997995","19.647937384997995"
"2925.407205376","19.662627498662072","19.662627498662072","19.662627498662072"
"2935.407615752","19.67710076603661","19.67710076603661","19.67710076603661"
"2945.406975572","19.6915683474758","19.6915683474758","19.6915683474758"
"2955.406770244","19.705956088656684","19.705956088656684","19.705956088656684"
"2965.407733787","19.72026053607754","19.72026053607754","19.72026053607754"
"2975.406674236","19.734498307479118","19.734498307479118","19.734498307479118"
"2985.407229158","19.74865159548766","19.74865159548766","19.74865159548766"
"2995.407621992","19.76266466539062","19.76266466539062","19.76266466539062"
"3005.40726494","19.776671234656018","19.776671234656018","19.776671234656018"
"3015.407171916","19.790603283648174","19.790603283648174","19.790603283648174"
"3025.407300668","19.804460590867457","19.804460590867457","19.804460590867457"
"3035.407132309","19.818179833627557","19.818179833627557","19.818179833627557"
"3045.407306907","19.831956975143132","19.831956975143132","19.831956975143132"
"3055.407147427","19.845532075824295","19.845532075824295","19.845532075824295"
"3065.406885302","19.859036740921525","19.859036740921525","19.859036740921525"
"3075.407401377","19.87259751555881","19.87259751555881","19.87259751555881"
"3085.407812352","19.885957064227842","19.885957064227842","19.885957064227842"
"3095.407135711","19.899318668204835","19.899318668204835","19.899318668204835"
"3105.406596938","19.91267467250238","19.91267467250238","19.91267467250238"
"3115.407259316","19.92582626979156","19.92582626979156","19.92582626979156"
"3125.407004093","19.93897891675948","19.93897891675948","19.93897891675948"
"3135.406770318","19.95206441800558","19.95206441800558","19.95206441800558"
"3145.407573725","19.965076909256577","19.965076909256577","19.965076909256577"
"3155.407612928","19.977963018445774","19.977963018445774","19.977963018445774"
"3165.407213988","19.990848976050327","19.990848976050327","19.990848976050327"
"3175.407613803","20.003601933294313","20.003601933294313","20.003601933294313"
"3185.407238697","20.01629441066488","20.01629441066488","20.01629441066488"
"3195.407114166","20.028983822273254","20.028983822273254","20.028983822273254"
"3205.407626664","20.04160610762322","20.04160610762322","20.04160610762322"
"3215.407512715","20.054041968799293","20.054041968799293","20.054041968799293"
"3225.407153888","20.06654253252557","20.06654253252557","20.06654253252557"
"3235.406852259","20.0789171988683","20.0789171988683","20.0789171988683"
"3245.407513711","20.091224915297317","20.091224915297317","20.091224915297317"
"3255.407208755","20.103601155002973","20.103601155002973","20.103601155002973"
"3265.406829093","20.11579152131583","20.11579152131583","20.11579152131583"
"3275.407493915","20.12797863668001","20.12797863668001","20.12797863668001"
"3285.407051032","20.139986157032872","20.139986157032872","20.139986157032872"
"3295.40739811","20.15205478519714","20.15205478519714","20.15205478519714"
"3305.407316042","20.164065493540118","20.164065493540118","20.164065493540118"
"3315.406553845","20.175959131778427","20.175959131778427","20.175959131778427"
"3325.406625512","20.18785170081742","20.18785170081742","20.18785170081742"
"3335.406993175","20.19968489798919","20.19968489798919","20.19968489798919"
"3345.406741335","20.211402101944806","20.211402101944806","20.211402101944806"
"3355.407534322","20.223179012374935","20.223179012374935","20.223179012374935"
"3365.407299747","20.23478202958455","20.23478202958455","20.23478202958455"
"3375.406595615","20.246392102600332","20.246392102600332","20.246392102600332"
"3385.406911783","20.25788015401021","20.25788015401021","20.25788015401021"
"3395.406574153","20.269376349661304","20.269376349661304","20.269376349661304"
"3405.407654991","20.28081055870779","20.28081055870779","20.28081055870779"
"3415.407386174","20.29219676788969","20.29219676788969","20.29219676788969"
"3425.40799448","20.303463818932524","20.303463818932524","20.303463818932524"
"3435.407263867","20.314743307849565","20.314743307849565","20.314743307849565"
"3445.407330007","20.325965263831787","20.325965263831787","20.325965263831787"
"3455.40677046","20.337077450091133","20.337077450091133","20.337077450091133"
"3465.40733054","20.348190827869278","20.348190827869278","20.348190827869278"
"3475.407462988","20.3592539420533","20.3592539420533","20.3592539420533"
"3485.407031593","20.37020805203335","20.37020805203335","20.37020805203335"
"3495.407504991","20.381165426923356","20.381165426923356","20.381165426923356"
"3505.40757631","20.392073179945456","20.392073179945456","20.392073179945456"
"3515.407437085","20.402930819128184","20.402930819128184","20.402930819128184"
"3525.407408297","20.41367864648915","20.41367864648915","20.41367864648915"
"3535.40725828","20.42443576571425","20.42443576571425","20.42443576571425"
"3545.406918455","20.43508468575255","20.43508468575255","20.43508468575255"
"3555.407123101","20.445682415137398","20.445682415137398","20.445682415137398"
"3565.407139858","20.45628915117789","20.45628915117789","20.45628915117789"
"3575.406743617","20.466791440868448","20.466791440868448","20.466791440868448"
"3585.407221094","20.47735619434987","20.47735619434987","20.47735619434987"
"3595.407502027","20.48781648037211","20.48781648037211","20.48781648037211"
"3605.407384535","20.498172272832043","20.498172272832043","20.498172272832043"
"3615.406886001","20.508539778981767","20.508539778981767","20.508539778981767"
"3625.407466365","20.518855021299114","20.518855021299114","20.518855021299114"
"3635.407234022","20.529127288110196","20.529127288110196","20.529127288110196"
"3645.406943571","20.53929615942876","20.53929615942876","20.53929615942876"
"3655.406946181","20.549474154902107","20.549474154902107","20.549474154902107"
"3665.406785585","20.55955027328358","20.55955027328358","20.55955027328358"
"3675.407324733","20.569690774882726","20.569690774882726","20.569690774882726"
"3685.407314164","20.579675013940445","20.579675013940445","20.579675013940445"
"3695.40691749","20.58967250213605","20.58967250213605","20.58967250213605"
"3705.406670551","20.599568798281926","20.599568798281926","20.599568798281926"
"3715.407859819","20.609469648466494","20.609469648466494","20.609469648466494"
"3725.407215598","20.619334584360836","20.619334584360836","20.619334584360836"
"3735.407596008","20.629095997501683","20.629095997501683","20.629095997501683"
"3745.407178787","20.638927940227255","20.638927940227255","20.638927940227255"
"3755.407518214","20.64860160316231","20.64860160316231","20.64860160316231"
"3765.407419896","20.658290362352787","20.658290362352787","20.658290362352787"
"3775.407528593","20.667935293066602","20.667935293066602","20.667935293066602"
"3785.407369997","20.67748419893395","20.67748419893395","20.67748419893395"
"3795.407103349","20.68704597310688","20.68704597310688","20.68704597310688"
"3805.407781479","20.69656193073239","20.69656193073239","20.69656193073239"
"3815.407018661","20.705987490320926","20.705987490320926","20.705987490320926"
"3825.407326125","20.715422312515564","20.715422312515564","20.715422312515564"
"3835.407399323","20.724816621977638","20.724816621977638","20.724816621977638"
"3845.407180651","20.73417124163457","20.73417124163457","20.73417124163457"
"3855.407133591","20.743484679816664","20.743484679816664","20.743484679816664"
"3865.40685801","20.752704760768957","20.752704760768957","20.752704760768957"
"3875.407402563","20.761935119463104","20.761935119463104","20.761935119463104"
"3885.406792256","20.771077073057057","20.771077073057057","20.771077073057057"
"3895.40752429","20.78028131037055","20.78028131037055","20.78028131037055"
"3905.407214123","20.789343314053625","20.789343314053625","20.789343314053625"
"3915.406865124","20.798420197664164","20.798420197664164","20.798420197664164"
"3925.406841983","20.807403580801886","20.807403580801886","20.807403580801886"
"3935.406696713","20.816402229321973","20.816402229321973","20.816402229321973"
"3945.407213227","20.825360070993742","20.825360070993742","20.825360070993742"
"3955.406702751","20.83428348116511","20.83428348116511","20.83428348116511"
"3965.406579763","20.84316784209102","20.84316784209102","20.84316784209102"
"3975.407614237","20.851956868629713","20.851956868629713","20.851956868629713"
"3985.407384767","20.860766716213842","20.860766716213842","20.860766716213842"
"3995.407383895","20.8695389293667","20.8695389293667","20.8695389293667"
"4005.407386063","20.87822122613248","20.87822122613248","20.87822122613248"
"4015.407417407","20.886920238118364","20.886920238118364","20.886920238118364"
"4025.407361596","20.89552960269901","20.89552960269901","20.89552960269901"
"4035.407686973","20.90415404844126","20.90415404844126","20.90415404844126"
"4045.407339041","20.912745712914365","20.912745712914365","20.912745712914365"
"4055.406817047","20.921302482755525","20.921302482755525","20.921302482755525"
"4065.406968622","20.929768421660988","20.929768421660988","20.929768421660988"
"4075.407762809","20.938248753843848","20.938248753843848","20.938248753843848"
"4085.407010183","20.946648993543747","20.946648993543747","20.946648993543747"
"4095.407586354","20.955060042890995","20.955060042890995","20.955060042890995"
"4105.406889037","20.963442155314635","20.963442155314635","20.963442155314635"
"4115.407312265","20.971785321709888","20.971785321709888","20.971785321709888"
"4125.407506086","20.980043342515543","20.980043342515543","20.980043342515543"
"4135.407224633","20.988321348421277","20.988321348421277","20.988321348421277"
"4145.407364313","20.99656346866159","20.99656346866159","20.99656346866159"
"4155.406500645","21.00477623558742","21.00477623558742","21.00477623558742"
"4165.406719854","21.012951382619768","21.012951382619768","21.012951382619768"
"4175.406590011","21.021094277484465","21.021094277484465","21.021094277484465"
"4185.407976305","21.02914740829962","21.02914740829962","21.02914740829962"
"4195.407448419","21.037226763668773","21.037226763668773","21.037226763668773"
"4205.407672751","21.045270194587452","21.045270194587452","21.045270194587452"
"4215.407534175","21.053282496334592","21.053282496334592","21.053282496334592"
"4225.407367177","21.061263022355273","21.061263022355273","21.061263022355273"
"4235.406925854","21.06916249457493","21.06916249457493","21.06916249457493"
"4245.407687504","21.077076874790677","21.077076874790677","21.077076874790677"
"4255.407551005","21.084960609705135","21.084960609705135","21.084960609705135"
"4265.406752812","21.09276700225732","21.09276700225732","21.09276700225732"
