"Relative Time (Process)","StudyAbroadGPT-7B - system/disk./.usageGB","StudyAbroadGPT-7B - system/disk./.usageGB__MIN","StudyAbroadGPT-7B - system/disk./.usageGB__MAX"
"305.406674238","6181.8419761657715","6181.8419761657715","6181.8419761657715"
"315.407408864","6181.8419761657715","6181.8419761657715","6181.8419761657715"
"325.407427868","6181.8419761657715","6181.8419761657715","6181.8419761657715"
"335.40664092","6181.8419761657715","6181.8419761657715","6181.8419761657715"
"345.407371597","6181.841979980469","6181.841979980469","6181.841979980469"
"355.407393712","6181.841979980469","6181.841979980469","6181.841979980469"
"365.407794568","6181.841979980469","6181.841979980469","6181.841979980469"
"375.406946043","6181.841979980469","6181.841979980469","6181.841979980469"
"385.407439038","6181.841983795166","6181.841983795166","6181.841983795166"
"395.407438967","6181.841983795166","6181.841983795166","6181.841983795166"
"405.40773154","6181.841983795166","6181.841983795166","6181.841983795166"
"415.407219395","6181.841983795166","6181.841983795166","6181.841983795166"
"425.406990138","6181.841987609863","6181.841987609863","6181.841987609863"
"435.406769949","6181.841987609863","6181.841987609863","6181.841987609863"
"445.407024541","6181.841987609863","6181.841987609863","6181.841987609863"
"455.407364893","6181.841987609863","6181.841987609863","6181.841987609863"
"465.407312573","6181.841987609863","6181.841987609863","6181.841987609863"
"475.407536143","6181.841991424561","6181.841991424561","6181.841991424561"
"485.407509342","6181.841991424561","6181.841991424561","6181.841991424561"
"495.407649601","6181.841991424561","6181.841991424561","6181.841991424561"
"505.407582219","6181.841991424561","6181.841991424561","6181.841991424561"
"515.40787865","6181.841995239258","6181.841995239258","6181.841995239258"
"525.407737433","6181.841995239258","6181.841995239258","6181.841995239258"
"535.407517587","6181.841995239258","6181.841995239258","6181.841995239258"
"545.407102974","6181.841995239258","6181.841995239258","6181.841995239258"
"555.407419162","6181.841999053955","6181.841999053955","6181.841999053955"
"565.406780225","6181.841999053955","6181.841999053955","6181.841999053955"
"575.407781","6181.842002868652","6181.842002868652","6181.842002868652"
"585.406904842","6181.842002868652","6181.842002868652","6181.842002868652"
"595.406792066","6181.842002868652","6181.842002868652","6181.842002868652"
"605.407877761","6181.842002868652","6181.842002868652","6181.842002868652"
"615.406873343","6181.84200668335","6181.84200668335","6181.84200668335"
"625.40707253","6181.84200668335","6181.84200668335","6181.84200668335"
"635.407241394","6181.84200668335","6181.84200668335","6181.84200668335"
"645.407395593","6181.84200668335","6181.84200668335","6181.84200668335"
"655.407033405","6181.84200668335","6181.84200668335","6181.84200668335"
"665.407395978","6181.842010498047","6181.842010498047","6181.842010498047"
"675.407200316","6181.842010498047","6181.842010498047","6181.842010498047"
"685.408284432","6181.842010498047","6181.842010498047","6181.842010498047"
"695.406920249","6181.842010498047","6181.842010498047","6181.842010498047"
"705.406952458","6181.842010498047","6181.842010498047","6181.842010498047"
"715.40740284","6181.842010498047","6181.842010498047","6181.842010498047"
"725.406985368","6181.842014312744","6181.842014312744","6181.842014312744"
"735.407635434","6181.842014312744","6181.842014312744","6181.842014312744"
"745.407224922","6181.842018127441","6181.842018127441","6181.842018127441"
"755.407475462","6181.842018127441","6181.842018127441","6181.842018127441"
"765.407466933","6181.842021942139","6181.842021942139","6181.842021942139"
"775.407374276","6181.842021942139","6181.842021942139","6181.842021942139"
"785.406692636","6181.842021942139","6181.842021942139","6181.842021942139"
"795.407490818","6181.842021942139","6181.842021942139","6181.842021942139"
"805.406850012","6181.842021942139","6181.842021942139","6181.842021942139"
"815.406715655","6181.842025756836","6181.842025756836","6181.842025756836"
"825.407094647","6181.842025756836","6181.842025756836","6181.842025756836"
"835.4078251","6181.842025756836","6181.842025756836","6181.842025756836"
"845.407566705","6181.842025756836","6181.842025756836","6181.842025756836"
"855.407120616","6181.842025756836","6181.842025756836","6181.842025756836"
"865.407556848","6181.842029571533","6181.842029571533","6181.842029571533"
"875.407781977","6181.842029571533","6181.842029571533","6181.842029571533"
"885.406803929","6181.842029571533","6181.842029571533","6181.842029571533"
"895.407611824","6181.842029571533","6181.842029571533","6181.842029571533"
"905.407831968","6181.842029571533","6181.842029571533","6181.842029571533"
"915.407559737","6181.8420333862305","6181.8420333862305","6181.8420333862305"
"925.407361241","6181.8420333862305","6181.8420333862305","6181.8420333862305"
"935.406879961","6181.8420333862305","6181.8420333862305","6181.8420333862305"
"945.407045826","6181.8420333862305","6181.8420333862305","6181.8420333862305"
"955.407164424","6181.8420333862305","6181.8420333862305","6181.8420333862305"
"965.407128406","6181.842037200928","6181.842037200928","6181.842037200928"
"975.408044738","6181.842037200928","6181.842037200928","6181.842037200928"
"985.407629231","6181.842037200928","6181.842037200928","6181.842037200928"
"995.407002679","6181.842037200928","6181.842037200928","6181.842037200928"
"1005.407052726","6181.842037200928","6181.842037200928","6181.842037200928"
"1015.407401642","6181.842037200928","6181.842037200928","6181.842037200928"
"1025.408631462","6181.842041015625","6181.842041015625","6181.842041015625"
"1035.40781662","6181.842041015625","6181.842041015625","6181.842041015625"
"1045.407514256","6181.842041015625","6181.842041015625","6181.842041015625"
"1055.406994753","6181.842041015625","6181.842041015625","6181.842041015625"
"1065.407654766","6181.842044830322","6181.842044830322","6181.842044830322"
"1075.406841886","6181.842044830322","6181.842044830322","6181.842044830322"
"1085.407420478","6181.8420486450195","6181.8420486450195","6181.8420486450195"
"1095.407226859","6181.8420486450195","6181.8420486450195","6181.8420486450195"
"1105.40757011","6181.846405029297","6181.846405029297","6181.846405029297"
"1165.407593213","6181.852165222168","6181.852165222168","6181.852165222168"
"1175.40723367","6181.852169036865","6181.852169036865","6181.852169036865"
"1185.40738307","6181.852169036865","6181.852169036865","6181.852169036865"
"1195.406767577","6181.852169036865","6181.852169036865","6181.852169036865"
"1205.406837735","6181.852169036865","6181.852169036865","6181.852169036865"
"1215.407716936","6181.852169036865","6181.852169036865","6181.852169036865"
"1225.407827804","6181.8521728515625","6181.8521728515625","6181.8521728515625"
"1235.407703319","6181.8521728515625","6181.8521728515625","6181.8521728515625"
"1245.407416139","6181.8521728515625","6181.8521728515625","6181.8521728515625"
"1255.407767376","6181.8521728515625","6181.8521728515625","6181.8521728515625"
"1265.407725499","6181.85217666626","6181.85217666626","6181.85217666626"
"1275.407856119","6181.85217666626","6181.85217666626","6181.85217666626"
"1285.407440827","6181.85217666626","6181.85217666626","6181.85217666626"
"1295.407381314","6181.85217666626","6181.85217666626","6181.85217666626"
"1305.407095632","6181.85217666626","6181.85217666626","6181.85217666626"
"1315.407465624","6181.852180480957","6181.852180480957","6181.852180480957"
"1325.407410507","6181.852180480957","6181.852180480957","6181.852180480957"
"1335.407470192","6181.852184295654","6181.852184295654","6181.852184295654"
"1345.406985855","6181.852184295654","6181.852184295654","6181.852184295654"
"1355.40780881","6181.852184295654","6181.852184295654","6181.852184295654"
"1365.407142289","6181.852184295654","6181.852184295654","6181.852184295654"
"1375.407545383","6181.852184295654","6181.852184295654","6181.852184295654"
"1385.407339648","6181.852188110352","6181.852188110352","6181.852188110352"
"1395.40668329","6181.852188110352","6181.852188110352","6181.852188110352"
"1405.40725832","6181.852188110352","6181.852188110352","6181.852188110352"
"1415.407204592","6181.852188110352","6181.852188110352","6181.852188110352"
"1425.406801207","6181.852188110352","6181.852188110352","6181.852188110352"
"1435.408278154","6181.852191925049","6181.852191925049","6181.852191925049"
"1445.406963513","6181.852191925049","6181.852191925049","6181.852191925049"
"1455.40761258","6181.852191925049","6181.852191925049","6181.852191925049"
"1465.407179521","6181.852191925049","6181.852191925049","6181.852191925049"
"1475.407520443","6181.852191925049","6181.852191925049","6181.852191925049"
"1485.407590964","6181.852195739746","6181.852195739746","6181.852195739746"
"1495.407011415","6181.852195739746","6181.852195739746","6181.852195739746"
"1505.407447757","6181.852195739746","6181.852195739746","6181.852195739746"
"1515.40683102","6181.852195739746","6181.852195739746","6181.852195739746"
"1525.407578386","6181.852195739746","6181.852195739746","6181.852195739746"
"1535.407031588","6181.852199554443","6181.852199554443","6181.852199554443"
"1545.406842359","6181.852199554443","6181.852199554443","6181.852199554443"
"1555.408318827","6181.852199554443","6181.852199554443","6181.852199554443"
"1565.408014694","6181.852199554443","6181.852199554443","6181.852199554443"
"1575.407295127","6181.852203369141","6181.852203369141","6181.852203369141"
"1585.407260058","6181.852203369141","6181.852203369141","6181.852203369141"
"1595.406900637","6181.852203369141","6181.852203369141","6181.852203369141"
"1605.406973169","6181.852203369141","6181.852203369141","6181.852203369141"
"1615.406949532","6181.852203369141","6181.852203369141","6181.852203369141"
"1625.407324007","6181.852207183838","6181.852207183838","6181.852207183838"
"1635.4072391","6181.852207183838","6181.852207183838","6181.852207183838"
"1645.406887263","6181.852207183838","6181.852207183838","6181.852207183838"
"1655.407576282","6181.852207183838","6181.852207183838","6181.852207183838"
"1665.4069315","6181.852207183838","6181.852207183838","6181.852207183838"
"1675.407594663","6181.852207183838","6181.852207183838","6181.852207183838"
"1685.407494123","6181.852210998535","6181.852210998535","6181.852210998535"
"1695.407124229","6181.852210998535","6181.852210998535","6181.852210998535"
"1705.407363341","6181.852210998535","6181.852210998535","6181.852210998535"
"1715.407522662","6181.852210998535","6181.852210998535","6181.852210998535"
"1725.407262291","6181.852214813232","6181.852214813232","6181.852214813232"
"1735.407384937","6181.852214813232","6181.852214813232","6181.852214813232"
"1745.407292842","6181.852214813232","6181.852214813232","6181.852214813232"
"1755.407427527","6181.852214813232","6181.852214813232","6181.852214813232"
"1765.407720818","6181.85221862793","6181.85221862793","6181.85221862793"
"1775.407136835","6181.85221862793","6181.85221862793","6181.85221862793"
"1785.406728774","6181.85221862793","6181.85221862793","6181.85221862793"
"1795.407124671","6181.85221862793","6181.85221862793","6181.85221862793"
"1805.407658873","6181.85221862793","6181.85221862793","6181.85221862793"
"1815.407549406","6181.852222442627","6181.852222442627","6181.852222442627"
"1825.407174682","6181.852222442627","6181.852222442627","6181.852222442627"
"1835.406632951","6181.852222442627","6181.852222442627","6181.852222442627"
"1845.407522269","6181.852222442627","6181.852222442627","6181.852222442627"
"1855.407105882","6181.852222442627","6181.852222442627","6181.852222442627"
"1865.407107951","6181.852226257324","6181.852226257324","6181.852226257324"
"1875.407517043","6181.852226257324","6181.852226257324","6181.852226257324"
"1885.407020641","6181.852226257324","6181.852226257324","6181.852226257324"
"1895.406982139","6181.852226257324","6181.852226257324","6181.852226257324"
"1905.407670472","6181.8522300720215","6181.8522300720215","6181.8522300720215"
"1915.407225431","6181.8522300720215","6181.8522300720215","6181.8522300720215"
"1925.407253343","6181.8522300720215","6181.8522300720215","6181.8522300720215"
"1935.408159337","6181.8522300720215","6181.8522300720215","6181.8522300720215"
"1945.406947398","6181.852233886719","6181.852233886719","6181.852233886719"
"1955.407737002","6181.852233886719","6181.852233886719","6181.852233886719"
"1965.407705794","6181.852233886719","6181.852233886719","6181.852233886719"
"1975.406886206","6181.852233886719","6181.852233886719","6181.852233886719"
"1985.407738254","6181.852233886719","6181.852233886719","6181.852233886719"
"1995.407587349","6181.852233886719","6181.852233886719","6181.852233886719"
"2005.407461809","6181.852237701416","6181.852237701416","6181.852237701416"
"2015.407138543","6181.852237701416","6181.852237701416","6181.852237701416"
"2025.408104676","6181.852237701416","6181.852237701416","6181.852237701416"
"2035.407022311","6181.852237701416","6181.852237701416","6181.852237701416"
"2045.406882398","6181.852237701416","6181.852237701416","6181.852237701416"
"2055.406576449","6181.852241516113","6181.852241516113","6181.852241516113"
"2065.407082122","6181.852241516113","6181.852241516113","6181.852241516113"
"2075.40692025","6181.852241516113","6181.852241516113","6181.852241516113"
"2085.407409419","6181.852241516113","6181.852241516113","6181.852241516113"
"2095.407697454","6181.852241516113","6181.852241516113","6181.852241516113"
"2105.406636379","6181.852245330811","6181.852245330811","6181.852245330811"
"2115.407553697","6181.852245330811","6181.852245330811","6181.852245330811"
"2125.407221777","6181.852245330811","6181.852245330811","6181.852245330811"
"2135.406759489","6181.852249145508","6181.852249145508","6181.852249145508"
"2145.407681439","6181.852249145508","6181.852249145508","6181.852249145508"
"2155.407379913","6181.852249145508","6181.852249145508","6181.852249145508"
"2165.406733672","6181.852249145508","6181.852249145508","6181.852249145508"
"2175.40758675","6181.852252960205","6181.852252960205","6181.852252960205"
"2185.407913531","6181.852252960205","6181.852252960205","6181.852252960205"
"2195.407003063","6181.852252960205","6181.852252960205","6181.852252960205"
"2205.407221349","6181.852252960205","6181.852252960205","6181.852252960205"
"2215.407218638","6181.852252960205","6181.852252960205","6181.852252960205"
"2225.407160087","6181.852256774902","6181.852256774902","6181.852256774902"
"2235.407213164","6181.852256774902","6181.852256774902","6181.852256774902"
"2245.407048186","6181.852256774902","6181.852256774902","6181.852256774902"
"2255.407715521","6181.852256774902","6181.852256774902","6181.852256774902"
"2265.406919291","6181.852256774902","6181.852256774902","6181.852256774902"
"2275.40664831","6181.8522605896","6181.8522605896","6181.8522605896"
"2285.406644599","6181.8522605896","6181.8522605896","6181.8522605896"
"2295.40745017","6181.852264404297","6181.852264404297","6181.852264404297"
"2305.407591053","6181.852264404297","6181.852264404297","6181.852264404297"
"2315.407038775","6181.852268218994","6181.852268218994","6181.852268218994"
"2325.407830259","6181.852268218994","6181.852268218994","6181.852268218994"
"2335.407329428","6181.852268218994","6181.852268218994","6181.852268218994"
"2345.40783252","6181.852268218994","6181.852268218994","6181.852268218994"
"2355.407328481","6181.852272033691","6181.852272033691","6181.852272033691"
"2365.406832078","6181.852272033691","6181.852272033691","6181.852272033691"
"2375.40663462","6181.852272033691","6181.852272033691","6181.852272033691"
"2385.406939959","6181.852272033691","6181.852272033691","6181.852272033691"
"2395.406798449","6181.852272033691","6181.852272033691","6181.852272033691"
"2405.407211433","6181.852275848389","6181.852275848389","6181.852275848389"
"2415.407639477","6181.852275848389","6181.852275848389","6181.852275848389"
"2425.40742904","6181.852275848389","6181.852275848389","6181.852275848389"
"2435.407196979","6181.852279663086","6181.852279663086","6181.852279663086"
"2445.407087398","6181.852279663086","6181.852279663086","6181.852279663086"
"2455.407475231","6181.852283477783","6181.852283477783","6181.852283477783"
"2465.40772333","6181.852283477783","6181.852283477783","6181.852283477783"
"2475.407363074","6181.852283477783","6181.852283477783","6181.852283477783"
"2485.407149767","6181.8522872924805","6181.8522872924805","6181.8522872924805"
"2495.407464331","6181.8522872924805","6181.8522872924805","6181.8522872924805"
"2505.407172586","6181.8522872924805","6181.8522872924805","6181.8522872924805"
"2515.407264441","6181.852291107178","6181.852291107178","6181.852291107178"
"2525.407265179","6181.852291107178","6181.852291107178","6181.852291107178"
"2535.407879906","6181.852291107178","6181.852291107178","6181.852291107178"
"2545.406870054","6181.852291107178","6181.852291107178","6181.852291107178"
"2555.40749836","6181.852294921875","6181.852294921875","6181.852294921875"
"2565.407608008","6181.852294921875","6181.852294921875","6181.852294921875"
"2575.407422167","6181.852294921875","6181.852294921875","6181.852294921875"
"2585.407785718","6181.852294921875","6181.852294921875","6181.852294921875"
"2595.407305183","6181.852294921875","6181.852294921875","6181.852294921875"
"2605.407509506","6181.852294921875","6181.852294921875","6181.852294921875"
"2615.406945709","6181.852298736572","6181.852298736572","6181.852298736572"
"2625.407683345","6181.852298736572","6181.852298736572","6181.852298736572"
"2635.409820908","6181.852298736572","6181.852298736572","6181.852298736572"
"2645.407497691","6181.852298736572","6181.852298736572","6181.852298736572"
"2655.407859571","6181.852298736572","6181.852298736572","6181.852298736572"
"2665.407495414","6181.8523025512695","6181.8523025512695","6181.8523025512695"
"2675.407484633","6181.8523025512695","6181.8523025512695","6181.8523025512695"
"2685.407528369","6181.8523025512695","6181.8523025512695","6181.8523025512695"
"2695.407605805","6181.8523025512695","6181.8523025512695","6181.8523025512695"
"2705.407501349","6181.852306365967","6181.852306365967","6181.852306365967"
"2715.40701462","6181.852306365967","6181.852306365967","6181.852306365967"
"2725.407497917","6181.852306365967","6181.852306365967","6181.852306365967"
"2735.407355317","6181.852306365967","6181.852306365967","6181.852306365967"
"2745.40758786","6181.852306365967","6181.852306365967","6181.852306365967"
"2755.407768574","6181.852306365967","6181.852306365967","6181.852306365967"
"2765.407554476","6181.852310180664","6181.852310180664","6181.852310180664"
"2775.406910577","6181.852310180664","6181.852310180664","6181.852310180664"
"2785.407138232","6181.852310180664","6181.852310180664","6181.852310180664"
"2795.407611823","6181.852310180664","6181.852310180664","6181.852310180664"
"2805.406903506","6181.852313995361","6181.852313995361","6181.852313995361"
"2815.40673089","6181.852313995361","6181.852313995361","6181.852313995361"
"2825.408027003","6181.852313995361","6181.852313995361","6181.852313995361"
"2835.407412626","6181.852317810059","6181.852317810059","6181.852317810059"
"2845.407110236","6181.852317810059","6181.852317810059","6181.852317810059"
"2855.407257939","6181.852317810059","6181.852317810059","6181.852317810059"
"2865.40804339","6181.852317810059","6181.852317810059","6181.852317810059"
"2875.406995503","6181.852317810059","6181.852317810059","6181.852317810059"
"2885.406774025","6181.852321624756","6181.852321624756","6181.852321624756"
"2895.407188439","6181.852321624756","6181.852321624756","6181.852321624756"
"2905.407132982","6181.852321624756","6181.852321624756","6181.852321624756"
"2915.407402018","6181.852321624756","6181.852321624756","6181.852321624756"
"2925.407401606","6181.852321624756","6181.852321624756","6181.852321624756"
"2935.407721965","6181.852321624756","6181.852321624756","6181.852321624756"
"2945.407198407","6181.852325439453","6181.852325439453","6181.852325439453"
"2955.406989606","6181.852325439453","6181.852325439453","6181.852325439453"
"2965.408108525","6181.852325439453","6181.852325439453","6181.852325439453"
"2975.406852674","6181.852325439453","6181.852325439453","6181.852325439453"
"2985.407829832","6181.85232925415","6181.85232925415","6181.85232925415"
"2995.407691201","6181.85232925415","6181.85232925415","6181.85232925415"
"3005.407476222","6181.85232925415","6181.85232925415","6181.85232925415"
"3015.407620106","6181.85232925415","6181.85232925415","6181.85232925415"
"3025.407122452","6181.852333068848","6181.852333068848","6181.852333068848"
"3035.407146165","6181.852333068848","6181.852333068848","6181.852333068848"
"3045.407453745","6181.852333068848","6181.852333068848","6181.852333068848"
"3055.407583166","6181.852333068848","6181.852333068848","6181.852333068848"
"3065.406882601","6181.852336883545","6181.852336883545","6181.852336883545"
"3075.407223218","6181.852336883545","6181.852336883545","6181.852336883545"
"3085.407246238","6181.852336883545","6181.852336883545","6181.852336883545"
"3095.407261185","6181.852336883545","6181.852336883545","6181.852336883545"
"3105.406973251","6181.852336883545","6181.852336883545","6181.852336883545"
"3115.407563213","6181.852336883545","6181.852336883545","6181.852336883545"
"3125.407162328","6181.852340698242","6181.852340698242","6181.852340698242"
"3135.406761371","6181.852340698242","6181.852340698242","6181.852340698242"
"3145.407813742","6181.852340698242","6181.852340698242","6181.852340698242"
"3155.407497708","6181.852340698242","6181.852340698242","6181.852340698242"
"3165.407527234","6181.852340698242","6181.852340698242","6181.852340698242"
"3175.40802916","6181.852340698242","6181.852340698242","6181.852340698242"
"3185.407029441","6181.852344512939","6181.852344512939","6181.852344512939"
"3195.407443975","6181.852344512939","6181.852344512939","6181.852344512939"
"3205.407847476","6181.852348327637","6181.852348327637","6181.852348327637"
"3215.407745431","6181.852352142334","6181.852352142334","6181.852352142334"
"3225.407581023","6181.852352142334","6181.852352142334","6181.852352142334"
"3235.407130729","6181.852355957031","6181.852355957031","6181.852355957031"
"3245.407708099","6181.852355957031","6181.852355957031","6181.852355957031"
"3255.406987158","6181.852355957031","6181.852355957031","6181.852355957031"
"3265.407133088","6181.852355957031","6181.852355957031","6181.852355957031"
"3275.407661318","6181.8523597717285","6181.8523597717285","6181.8523597717285"
"3285.407368268","6181.8523597717285","6181.8523597717285","6181.8523597717285"
"3295.407487738","6181.852363586426","6181.852363586426","6181.852363586426"
"3305.407378825","6181.852363586426","6181.852363586426","6181.852363586426"
"3315.407360871","6181.852363586426","6181.852363586426","6181.852363586426"
"3325.406633467","6181.852367401123","6181.852367401123","6181.852367401123"
"3335.407181089","6181.852367401123","6181.852367401123","6181.852367401123"
"3345.407001228","6181.85237121582","6181.85237121582","6181.85237121582"
"3355.407657612","6181.85237121582","6181.85237121582","6181.85237121582"
"3365.407186949","6181.85237121582","6181.85237121582","6181.85237121582"
"3375.406697737","6181.852375030518","6181.852375030518","6181.852375030518"
"3385.407400491","6181.852375030518","6181.852375030518","6181.852375030518"
"3395.40713554","6181.852375030518","6181.852375030518","6181.852375030518"
"3405.407599529","6181.852375030518","6181.852375030518","6181.852375030518"
"3415.407318434","6181.852375030518","6181.852375030518","6181.852375030518"
"3425.407533969","6181.852378845215","6181.852378845215","6181.852378845215"
"3435.407288115","6181.852378845215","6181.852378845215","6181.852378845215"
"3445.407211426","6181.852378845215","6181.852378845215","6181.852378845215"
"3455.406890727","6181.852378845215","6181.852378845215","6181.852378845215"
"3465.407816851","6181.852378845215","6181.852378845215","6181.852378845215"
"3475.407638781","6181.852378845215","6181.852378845215","6181.852378845215"
"3485.40742374","6181.852382659912","6181.852382659912","6181.852382659912"
"3495.407744603","6181.852382659912","6181.852382659912","6181.852382659912"
"3505.407546315","6181.852382659912","6181.852382659912","6181.852382659912"
"3515.407672573","6181.852382659912","6181.852382659912","6181.852382659912"
"3525.407528437","6181.852386474609","6181.852386474609","6181.852386474609"
"3535.407403808","6181.852386474609","6181.852386474609","6181.852386474609"
"3545.407423207","6181.852386474609","6181.852386474609","6181.852386474609"
"3555.407341712","6181.852386474609","6181.852386474609","6181.852386474609"
"3565.406905203","6181.852390289307","6181.852390289307","6181.852390289307"
"3575.406658622","6181.852390289307","6181.852390289307","6181.852390289307"
"3585.407306808","6181.852390289307","6181.852390289307","6181.852390289307"
"3595.406811772","6181.852390289307","6181.852390289307","6181.852390289307"
"3605.407400512","6181.852394104004","6181.852394104004","6181.852394104004"
"3615.407104402","6181.852394104004","6181.852394104004","6181.852394104004"
"3625.407690067","6181.852397918701","6181.852397918701","6181.852397918701"
"3635.407271439","6181.852397918701","6181.852397918701","6181.852397918701"
"3645.407084117","6181.852401733398","6181.852401733398","6181.852401733398"
"3655.406899998","6181.852401733398","6181.852401733398","6181.852401733398"
"3665.406829213","6181.852401733398","6181.852401733398","6181.852401733398"
"3675.407369426","6181.852405548096","6181.852405548096","6181.852405548096"
"3685.40725576","6181.852405548096","6181.852405548096","6181.852405548096"
"3695.407138078","6181.852405548096","6181.852405548096","6181.852405548096"
"3705.406667357","6181.852405548096","6181.852405548096","6181.852405548096"
"3715.407427708","6181.852409362793","6181.852409362793","6181.852409362793"
"3725.407571989","6181.852409362793","6181.852409362793","6181.852409362793"
"3735.407563432","6181.852409362793","6181.852409362793","6181.852409362793"
"3745.407153593","6181.852409362793","6181.852409362793","6181.852409362793"
"3755.407628511","6181.85241317749","6181.85241317749","6181.85241317749"
"3765.407626019","6181.85241317749","6181.85241317749","6181.85241317749"
"3775.407802404","6181.85241317749","6181.85241317749","6181.85241317749"
"3785.407075603","6181.85241317749","6181.85241317749","6181.85241317749"
"3795.407267166","6181.85241317749","6181.85241317749","6181.85241317749"
"3805.40744001","6181.8524169921875","6181.8524169921875","6181.8524169921875"
"3815.407646311","6181.8524169921875","6181.8524169921875","6181.8524169921875"
"3825.407224754","6181.8524169921875","6181.8524169921875","6181.8524169921875"
"3835.407140223","6181.8524169921875","6181.8524169921875","6181.8524169921875"
"3845.407554883","6181.852420806885","6181.852420806885","6181.852420806885"
"3855.407303021","6181.852420806885","6181.852420806885","6181.852420806885"
"3865.407079641","6181.852420806885","6181.852420806885","6181.852420806885"
"3875.407377086","6181.852420806885","6181.852420806885","6181.852420806885"
"3885.407358403","6181.852420806885","6181.852420806885","6181.852420806885"
"3895.407669426","6181.852420806885","6181.852420806885","6181.852420806885"
"3905.407325321","6181.852424621582","6181.852424621582","6181.852424621582"
"3915.406698093","6181.852424621582","6181.852424621582","6181.852424621582"
"3925.406781579","6181.852424621582","6181.852424621582","6181.852424621582"
"3935.406884727","6181.852424621582","6181.852424621582","6181.852424621582"
"3945.406938199","6181.852424621582","6181.852424621582","6181.852424621582"
"3955.40687656","6181.852428436279","6181.852428436279","6181.852428436279"
"3965.406623629","6181.852428436279","6181.852428436279","6181.852428436279"
"3975.40776972","6181.852428436279","6181.852428436279","6181.852428436279"
"3985.407660437","6181.852428436279","6181.852428436279","6181.852428436279"
"3995.407554201","6181.852432250977","6181.852432250977","6181.852432250977"
"4005.407584848","6181.852432250977","6181.852432250977","6181.852432250977"
"4015.407226117","6181.852432250977","6181.852432250977","6181.852432250977"
"4025.407713824","6181.852432250977","6181.852432250977","6181.852432250977"
"4035.407604362","6181.852432250977","6181.852432250977","6181.852432250977"
"4045.407306664","6181.852436065674","6181.852436065674","6181.852436065674"
"4055.406829675","6181.852436065674","6181.852436065674","6181.852436065674"
"4065.407049728","6181.852436065674","6181.852436065674","6181.852436065674"
"4075.407731494","6181.852436065674","6181.852436065674","6181.852436065674"
"4085.406978413","6181.852439880371","6181.852439880371","6181.852439880371"
"4095.407803113","6181.852439880371","6181.852439880371","6181.852439880371"
"4105.40701068","6181.852439880371","6181.852439880371","6181.852439880371"
"4115.407757585","6181.852439880371","6181.852439880371","6181.852439880371"
"4125.407893593","6181.852439880371","6181.852439880371","6181.852439880371"
"4135.407480154","6181.852439880371","6181.852439880371","6181.852439880371"
"4145.40767195","6181.852443695068","6181.852443695068","6181.852443695068"
"4155.40690277","6181.852443695068","6181.852443695068","6181.852443695068"
"4165.406963348","6181.852443695068","6181.852443695068","6181.852443695068"
"4175.406890645","6181.852443695068","6181.852443695068","6181.852443695068"
"4185.407520804","6181.852447509766","6181.852447509766","6181.852447509766"
"4195.407500757","6181.852447509766","6181.852447509766","6181.852447509766"
"4205.407566877","6181.852447509766","6181.852447509766","6181.852447509766"
"4215.407368317","6181.852447509766","6181.852447509766","6181.852447509766"
"4225.407551657","6181.852451324463","6181.852451324463","6181.852451324463"
"4235.407281926","6181.852451324463","6181.852451324463","6181.852451324463"
